Time sum_kwh count_users
20211 631.147 975
20213 733.143 975
20215 964.955 975
20217 1251.506 975
20219 1540.32 975
20221 1654.645 975
20223 1711.054 975
20225 1832.516 975
20227 1686.06 975
20229 1683.523 975
20231 1727.33 975
20233 1829.816 975
20235 1892.503 975
20237 1816.74 975
20239 1583.576 975
20241 1467.95 975
20243 1503.389 975
20245 1524.535 975
20247 1239.702 975
20301 922.254 975
20303 740.4300000000001 975
20305 627.655 975
20307 600.233 975
20309 591.522 975
20311 637.737 975
20313 760.013 975
20315 990.704 975
20317 1239.713 975
20319 1530.583 975
20321 1629.865 975
20323 1698.4180000000001 975
20325 1806.308 975
20327 1664.619 975
20329 1641.412 975
20331 1615.038 975
20333 1679.333 975
20335 1755.408 975
20337 1691.613 975
20339 1501.821 975
20341 1411.273 975
20343 1448.383 975
20345 1491.53 975
20347 1240.635 975
20401 948.667 973
20403 735.7139999999999 973
20405 637.362 973
20407 599.574 973
20409 599.909 973
20411 617.878 973
20413 708.393 973
20415 941.467 973
20417 1293.517 973
20419 1586.72 973
20421 1674.116 973
20423 1675.563 973
20425 1775.933 973
20427 1666.374 973
20429 1636.927 973
20431 1685.246 973
20433 1735.703 973
20435 1796.42 973
20437 1724.175 973
20439 1530.58 973
20441 1509.787 973
20443 1597.062 973
20445 1564.355 973
20447 1244.759 973
20501 954.272 972
20503 740.546 972
20505 653.533 972
20507 624.462 972
20509 621.27 972
20511 621.039 972
20513 710.776 972
20515 968.315 972
20517 1307.27 972
20519 1611.561 972
20521 1716.987 972
20523 1755.394 972
20525 1748.552 972
20527 1642.013 972
20529 1650.266 972
20531 1611.234 972
20533 1651.367 972
20535 1719.625 972
20537 1689.041 972
20539 1557.302 972
20541 1415.975 972
20543 1387.68 972
20545 1457.278 972
20547 1270.042 972
20601 981.447 972
20603 774.097 972
20605 633.749 972
20607 598.869 972
20609 581.505 972
20611 588.155 972
20613 648.603 972
20615 804.163 972
20617 1101.32 972
20619 1483.636 972
20621 1558.899 972
20623 1507.61 972
20625 1671.543 972
20627 1634.949 972
20629 1527.957 972
20631 1427.271 972
20633 1457.205 972
20635 1581.035 972
20637 1613.654 972
20639 1511.311 972
20641 1490.876 972
20643 1485.785 972
20645 1377.743 972
20647 1219.467 972
20701 973.321 972
20703 785.67 972
20705 695.882 972
20707 650.254 972
20709 607.342 972
20711 614.872 972
20713 624.889 972
20715 721.505 972
20717 908.848 972
20719 1191.572 972
20721 1456.363 972
20723 1635.413 972
20725 1722.125 972
20727 1612.556 972
20729 1502.79 972
20731 1345.754 972
20733 1359.555 972
20735 1429.953 972
20737 1476.392 972
20739 1380.394 972
20741 1358.51 972
20743 1404.856 972
20745 1410.698 972
20747 1162.739 972
20801 921.35 972
20803 723.259 972
20805 638.694 972
20807 610.502 972
20809 595.32 972
20811 616.163 972
20813 718.089 972
20815 923.952 972
20817 1172.5529999999999 972
20819 1509.781 972
20821 1634.458 972
20823 1604.709 972
20825 1750.824 972
20827 1692.856 972
20829 1619.888 972
20831 1587.093 972
20833 1729.288 972
20835 1842.435 972
20837 1665.443 972
20839 1512.61 972
20841 1452.266 972
20843 1524.675 972
20845 1460.295 972
20847 1171.64 972
20901 932.349 974
20903 722.84 974
20905 640.777 974
20907 609.423 974
20909 615.252 974
20911 620.392 974
20913 728.335 974
20915 878.776 974
20917 1208.743 974
20919 1498.694 974
20921 1645.857 974
20923 1656.017 974
20925 1674.847 974
20927 1623.227 974
20929 1613.81 974
20931 1627.59 974
20933 1732.897 974
20935 1831.369 974
20937 1737.89 974
20939 1517.15 974
20941 1473.028 974
20943 1532.697 974
20945 1547.379 974
20947 1219.683 974
21001 932.48 976
21003 722.884 976
21005 637.171 976
21007 621.8 976
21009 622.449 976
21011 641.428 976
21013 692.135 976
21015 929.203 976
21017 1231.716 976
21019 1537.575 976
21021 1650.837 976
21023 1618.178 976
21025 1716.407 976
21027 1719.002 976
21029 1578.057 976
21031 1591.242 976
21033 1664.19 976
21035 1806.784 976
21037 1681.636 976
21039 1587.812 976
21041 1525.711 976
21043 1568.769 976
21045 1520.409 976
21047 1252.582 976
21101 935.962 977
21103 754.234 977
21105 644.528 977
21107 604.813 977
21109 607.804 977
21111 630.737 977
21113 693.113 977
21115 915.577 977
21117 1251.588 977
21119 1545.079 977
21121 1626.579 977
21123 1624.361 977
21125 1755.905 977
21127 1654.408 977
21129 1601.538 977
21131 1589.693 977
21133 1650.595 977
21135 1723.581 977
21137 1595.212 977
21139 1473.135 977
21141 1405.535 977
21143 1614.567 977
21145 1606.886 977
21147 1292.243 977
21201 970.685 978
21203 769.026 978
21205 664.562 978
21207 641.385 978
21209 603.569 978
21211 629.928 978
21213 735.878 978
21215 914.561 978
21217 1228.287 978
21219 1592.789 978
21221 1663.739 978
21223 1695.34 978
21225 1794.813 978
21227 1788.691 978
21229 1712.165 978
21231 1627.288 978
21233 1643.027 978
21235 1716.79 978
21237 1817.356 978
21239 1611.626 978
21241 1569.883 978
21243 1587.63 978
21245 1533.802 978
21247 1290.66 978
21301 1006.87 978
21303 793.689 978
21305 696.229 978
21307 639.0360000000001 978
21309 613.347 978
21311 603.67 978
21313 641.266 978
21315 817.936 978
21317 1034.547 978
21319 1322.953 978
21321 1536.788 978
21323 1563.656 978
21325 1677.148 978
21327 1636.962 978
21329 1546.365 978
21331 1392.31 978
21333 1404.861 978
21335 1562.364 978
21337 1601.721 978
21339 1549.793 978
21341 1501.526 978
21343 1431.877 978
21345 1406.638 978
21347 1218.181 978
21401 977.485 978
21403 820.752 978
21405 703.341 978
21407 657.831 978
21409 608.626 978
21411 607.2 978
21413 643.8 978
21415 736.277 978
21417 921.316 978
21419 1151.478 978
21421 1400.887 978
21423 1594.566 978
21425 1724.73 978
21427 1630.337 978
21429 1464.391 978
21431 1324.867 978
21433 1292.558 978
21435 1366.41 978
21437 1432.713 978
21439 1402.235 978
21441 1373.053 978
21443 1392.2740000000001 978
21445 1315.541 978
21447 1150.793 978
21501 934.921 978
21503 799.594 978
21505 687.678 978
21507 644.188 978
21509 613.172 978
21511 610.66 978
21513 628.841 978
21515 735.338 978
21517 927.675 978
21519 1177.84 978
21521 1362.052 978
21523 1534.805 978
21525 1593.156 978
21527 1621.797 978
21529 1477.711 978
21531 1425.471 978
21533 1496.188 978
21535 1587.405 978
21537 1715.867 978
21539 1705.934 978
21541 1597.383 978
21543 1616.115 978
21545 1470.53 978
21547 1192.728 978
21601 904.162 978
21603 721.932 978
21605 665.808 978
21607 626.128 978
21609 614.8870000000001 978
21611 631.022 978
21613 701.504 978
21615 959.375 978
21617 1212.493 978
21619 1606.164 978
21621 1701.536 978
21623 1776.055 978
21625 1808.992 978
21627 1702.021 978
21629 1651.46 978
21631 1606.576 978
21633 1668.598 978
21635 1774.055 978
21637 1681.08 978
21639 1454.458 978
21641 1438.456 978
21643 1608.36 978
21645 1539.318 978
21647 1234.633 978
21701 940.189 978
21703 731.555 978
21705 647.94 978
21707 607.1370000000001 978
21709 600.926 978
21711 611.023 978
21713 716.465 978
21715 924.029 978
21717 1242.626 978
21719 1553.091 978
21721 1653.918 978
21723 1764.528 978
21725 1798.695 978
21727 1665.981 978
21729 1596.973 978
21731 1549.295 978
21733 1677.982 978
21735 1800.041 978
21737 1710.677 978
21739 1508.485 978
21741 1459.088 978
21743 1601.79 978
21745 1597.939 978
21747 1235.716 978
21801 958.452 981
21803 728.109 981
21805 650.213 981
21807 620.003 981
21809 604.701 981
21811 638.401 981
21813 721.213 981
21815 943.535 981
21817 1285.732 981
21819 1619.052 981
21821 1708.178 981
21823 1687.04 981
21825 1805.291 981
21827 1674.422 981
21829 1583.874 981
21831 1565.25 981
21833 1669.311 981
21835 1732.002 981
21837 1677.205 981
21839 1470.426 981
21841 1475.313 981
21843 1687.763 981
21845 1582.853 981
21847 1249.102 981
21901 974.843 981
21903 766.452 981
21905 676.7860000000001 981
21907 616.868 981
21909 618.699 981
21911 651.539 981
21913 738.793 981
21915 960.341 981
21917 1254.651 981
21919 1571.573 981
21921 1688.16 981
21923 1663.545 981
21925 1671.312 981
21927 1596.6200000000001 981
21929 1516.632 981
21931 1458.234 981
21933 1557.591 981
21935 1625.787 981
21937 1582.215 981
21939 1391.229 981
21941 1435.817 981
21943 1560.498 981
21945 1531.996 981
21947 1283.062 981
22001 1035.378 981
22003 817.788 981
22005 696.583 981
22007 640.649 981
22009 621.578 981
22011 637.624 981
22013 678.1419999999999 981
22015 833.917 981
22017 1101.256 981
22019 1375.04 981
22021 1584.711 981
22023 1622.9850000000001 981
22025 1710.932 981
22027 1618.688 981
22029 1499.317 981
22031 1446.575 981
22033 1467.317 981
22035 1585.337 981
22037 1619.645 981
22039 1540.025 981
22041 1484.995 981
22043 1565.843 981
22045 1385.629 981
22047 1181.998 981
22101 993.062 982
22103 813.926 982
22105 707.273 982
22107 651.987 982
22109 629.245 982
22111 622.396 982
22113 655.744 982
22115 733.995 982
22117 967.743 982
22119 1241.691 982
22121 1429.369 982
22123 1598.032 982
22125 1717.5049999999999 982
22127 1680.902 982
22129 1466.212 982
22131 1355.506 982
22133 1329.181 982
22135 1386.43 982
22137 1497.359 982
22139 1470.096 982
22141 1447.827 982
22143 1548.058 982
22145 1415.849 982
22147 1181.371 982
22201 940.547 981
22203 749.971 981
22205 649.777 981
22207 618.126 981
22209 617.465 981
22211 634.248 981
22213 730.76 981
22215 912.02 981
22217 1202.795 981
22219 1545.777 981
22221 1683.238 981
22223 1733.683 981
22225 1806.027 981
22227 1736.833 981
22229 1675.996 981
22231 1651.946 981
22233 1734.645 981
22235 1846.875 981
22237 1786.823 981
22239 1635.014 981
22241 1606.034 981
22243 1692.017 981
22245 1544.752 981
22247 1250.312 981
22301 949.59 981
22303 737.747 981
22305 641.808 981
22307 609.762 981
22309 606.295 981
22311 639.018 981
22313 731.573 981
22315 929.635 981
22317 1314.254 981
22319 1619.11 981
22321 1704.767 981
22323 1736.403 981
22325 1796.547 981
22327 1711.139 981
22329 1636.516 981
22331 1633.303 981
22333 1733.425 981
22335 1811.287 981
22337 1798.958 981
22339 1653.72 981
22341 1727.8319999999999 981
22343 1841.475 981
22345 1569.0 981
22347 1259.881 981
22401 954.844 981
22403 754.51 981
22405 664.097 981
22407 633.479 981
22409 610.516 981
22411 646.925 981
22413 752.723 981
22415 939.974 981
22417 1333.533 981
22419 1643.865 981
22421 1799.625 981
22423 1791.175 981
22425 1844.198 981
22427 1773.155 981
22429 1706.85 981
22431 1703.992 981
22433 1774.121 981
22435 1862.6580000000001 981
22437 1771.818 981
22439 1615.891 981
22441 1581.288 981
22443 1771.386 981
22445 1577.608 981
22447 1199.7 981
22501 925.982 981
22503 729.872 981
22505 642.789 981
22507 620.327 981
22509 605.199 981
22511 626.497 981
22513 715.355 981
22515 972.287 981
22517 1284.419 981
22519 1565.152 981
22521 1729.289 981
22523 1707.692 981
22525 1751.402 981
22527 1649.549 981
22529 1675.258 981
22531 1662.94 981
22533 1703.34 981
22535 1768.886 981
22537 1730.042 981
22539 1542.118 981
22541 1567.173 981
22543 1780.941 981
22545 1559.238 981
22547 1251.439 981
22601 913.445 981
22603 747.038 981
22605 654.804 981
22607 615.105 981
22609 619.048 981
22611 651.614 981
22613 724.0360000000001 981
22615 909.386 981
22617 1214.515 981
22619 1529.866 981
22621 1670.103 981
22623 1735.846 981
22625 1822.52 981
22627 1721.028 981
22629 1667.961 981
22631 1630.066 981
22633 1628.939 981
22635 1751.265 981
22637 1726.3220000000001 981
22639 1606.888 981
22641 1625.565 981
22643 1687.512 981
22645 1542.773 981
22647 1298.059 981
22701 1030.945 981
22703 808.5070000000001 981
22705 709.754 981
22707 663.426 981
22709 621.892 981
22711 665.168 981
22713 667.11 981
22715 816.254 981
22717 1022.006 981
22719 1357.689 981
22721 1604.073 981
22723 1675.071 981
22725 1695.695 981
22727 1607.5 981
22729 1511.942 981
22731 1454.894 981
22733 1525.578 981
22735 1657.042 981
22737 1609.538 981
22739 1480.768 981
22741 1413.777 981
22743 1559.381 981
22745 1431.99 981
22747 1196.802 981
22801 993.573 981
22803 847.528 981
22805 746.872 981
22807 679.016 981
22809 633.962 981
22811 637.603 981
22813 661.393 981
22815 730.724 981
22817 962.165 981
22819 1238.163 981
22821 1467.373 981
22823 1548.091 981
22825 1682.906 981
22827 1674.293 981
22829 1427.421 981
22831 1393.418 981
22833 1318.34 981
22835 1343.025 981
22837 1457.496 981
22839 1414.955 981
22841 1378.467 981
22843 1612.889 981
22845 1448.69 981
22847 1205.843 981
22901 923.043 981
22903 735.586 981
22905 666.244 981
22907 628.064 981
22909 612.447 981
22911 630.841 981
22913 716.906 981
22915 922.125 981
22917 1212.216 981
22919 1592.331 981
22921 1736.643 981
22923 1744.238 981
22925 1807.796 981
22927 1698.208 981
22929 1631.121 981
22931 1639.33 981
22933 1675.254 981
22935 1827.155 981
22937 1683.34 981
22939 1532.258 981
22941 1487.379 981
22943 1754.605 981
22945 1534.521 981
22947 1195.75 981
23001 909.774 979
23003 709.437 979
23005 651.42 979
23007 611.9830000000001 979
23009 605.913 979
23011 631.469 979
23013 746.458 979
23015 964.701 979
23017 1252.887 979
23019 1548.655 979
23021 1644.424 979
23023 1765.022 979
23025 1829.866 979
23027 1729.388 979
23029 1667.233 979
23031 1715.952 979
23033 1815.31 979
23035 1877.588 979
23037 1859.251 979
23039 1658.359 979
23041 1641.681 979
23043 1783.961 979
23045 1565.486 979
23047 1194.039 979
23101 919.187 979
23103 728.013 979
23105 654.995 979
23107 640.033 979
23109 630.547 979
23111 654.078 979
23113 749.307 979
23115 969.998 979
23117 1265.302 979
23119 1582.671 979
23121 1754.2 979
23123 1773.061 979
23125 1880.379 979
23127 1750.435 979
23129 1689.186 979
23131 1682.647 979
23133 1869.242 979
23135 1961.45 979
23137 1886.981 979
23139 1760.521 979
23141 1767.608 979
23143 1756.383 979
23145 1533.788 979
23147 1228.518 979
23201 897.3199999999999 978
23203 724.54 978
23205 653.804 978
23207 649.008 978
23209 629.897 978
23211 648.709 978
23213 747.304 978
23215 963.989 978
23217 1263.27 978
23219 1574.506 978
23221 1728.768 978
23223 1748.504 978
23225 1846.694 978
23227 1746.631 978
23229 1649.835 978
23231 1670.018 978
23233 1736.05 978
23235 1833.057 978
23237 1652.155 978
23239 1563.806 978
23241 1583.931 978
23243 1796.279 978
23245 1592.922 978
23247 1253.581 978
23301 954.142 977
23303 770.905 977
23305 654.649 977
23307 616.447 977
23309 606.246 977
23311 632.287 977
23313 711.574 977
23315 978.58 977
23317 1279.2450000000001 977
23319 1587.449 977
23321 1691.417 977
23323 1785.113 977
23325 1771.815 977
23327 1704.042 977
23329 1583.791 977
23331 1594.035 977
23333 1628.964 977
23335 1610.343 977
23337 1598.561 977
23339 1529.776 977
23341 1518.404 977
23343 1689.922 977
23345 1514.285 977
23347 1218.711 977
23401 954.601 977
23403 776.796 977
23405 686.643 977
23407 627.05 977
23409 604.17 977
23411 607.8870000000001 977
23413 654.026 977
23415 798.221 977
23417 1110.633 977
23419 1377.569 977
23421 1618.64 977
23423 1613.597 977
23425 1694.109 977
23427 1589.81 977
23429 1493.044 977
23431 1412.763 977
23433 1554.424 977
23435 1754.859 977
23437 1690.4 977
23439 1584.08 977
23441 1615.896 977
23443 1610.249 977
23445 1374.173 977
23447 1184.048 977
23501 974.095 977
23503 811.971 977
23505 726.797 977
23507 649.463 977
23509 624.205 977
23511 628.03 977
23513 659.895 977
23515 735.252 977
23517 923.51 977
23519 1161.471 977
23521 1461.348 977
23523 1598.21 977
23525 1721.862 977
23527 1684.365 977
23529 1535.403 977
23531 1462.834 977
23533 1399.155 977
23535 1478.859 977
23537 1512.502 977
23539 1412.492 977
23541 1458.837 977
23543 1578.837 977
23545 1427.876 977
23547 1185.749 977
23601 928.86 977
23603 734.134 977
23605 651.2570000000001 977
23607 619.567 977
23609 618.113 977
23611 640.089 977
23613 715.811 977
23615 910.116 977
23617 1254.219 977
23619 1600.641 977
23621 1751.295 977
23623 1750.885 977
23625 1869.128 977
23627 1732.882 977
23629 1710.142 977
23631 1690.788 977
23633 1763.757 977
23635 1757.823 977
23637 1729.88 977
23639 1641.768 977
23641 1682.147 977
23643 1814.631 977
23645 1554.308 977
23647 1218.937 977
23701 886.972 977
23703 689.205 977
23705 628.903 977
23707 594.687 977
23709 587.382 977
23711 631.97 977
23713 710.84 977
23715 962.164 977
23717 1326.607 977
23719 1559.667 977
23721 1646.47 977
23723 1746.203 977
23725 1843.461 977
23727 1703.133 977
23729 1663.22 977
23731 1612.757 977
23733 1747.995 977
23735 1846.529 977
23737 1770.093 977
23739 1673.271 977
23741 1794.695 977
23743 1805.599 977
23745 1584.708 977
23747 1276.373 977
23801 901.223 977
23803 722.399 977
23805 651.593 977
23807 638.371 977
23809 633.011 977
23811 647.552 977
23813 745.115 977
23815 998.762 977
23817 1357.886 977
23819 1588.878 977
23821 1747.467 977
23823 1805.605 977
23825 1808.963 977
23827 1699.612 977
23829 1638.519 977
23831 1612.806 977
23833 1755.893 977
23835 1845.958 977
23837 1747.59 977
23839 1665.39 977
23841 1730.27 977
23843 1790.282 977
23845 1567.342 977
23847 1253.097 977
23901 930.755 977
23903 711.987 977
23905 649.596 977
23907 608.375 977
23909 590.876 977
23911 654.627 977
23913 732.307 977
23915 1015.471 977
23917 1363.061 977
23919 1584.898 977
23921 1683.623 977
23923 1757.786 977
23925 1798.04 977
23927 1712.911 977
23929 1648.53 977
23931 1633.239 977
23933 1724.724 977
23935 1816.76 977
23937 1731.982 977
23939 1583.563 977
23941 1727.06 977
23943 1888.847 977
23945 1610.549 977
23947 1260.983 977
24001 940.4449999999999 978
24003 750.216 978
24005 672.778 978
24007 617.903 978
24009 620.944 978
24011 664.995 978
24013 776.543 978
24015 984.651 978
24017 1405.551 978
24019 1618.814 978
24021 1675.152 978
24023 1796.731 978
24025 1878.48 978
24027 1697.371 978
24029 1664.975 978
24031 1593.767 978
24033 1616.723 978
24035 1744.944 978
24037 1715.388 978
24039 1516.075 978
24041 1617.79 978
24043 1790.205 978
24045 1553.614 978
24047 1232.713 978
24101 976.872 978
24103 787.624 978
24105 700.329 978
24107 633.299 978
24109 604.266 978
24111 609.309 978
24113 663.607 978
24115 801.288 978
24117 1068.653 978
24119 1364.486 978
24121 1583.105 978
24123 1660.705 978
24125 1728.929 978
24127 1672.592 978
24129 1569.883 978
24131 1475.301 978
24133 1517.8 978
24135 1642.099 978
24137 1553.681 978
24139 1547.393 978
24141 1662.911 978
24143 1656.523 978
24145 1435.239 978
24147 1191.265 978
24201 974.575 978
24203 780.296 978
24205 685.213 978
24207 610.066 978
24209 597.501 978
24211 605.055 978
24213 632.196 978
24215 680.544 978
24217 886.019 978
24219 1143.038 978
24221 1469.613 978
24223 1677.152 978
24225 1804.747 978
24227 1729.509 978
24229 1584.9660000000001 978
24231 1503.928 978
24233 1447.807 978
24235 1570.028 978
24237 1636.416 978
24239 1560.642 978
24241 1733.487 978
24243 1745.576 978
24245 1464.612 978
24247 1162.727 978
24301 913.427 978
24303 719.055 978
24305 660.509 978
24307 622.446 978
24309 613.483 978
24311 660.173 978
24313 795.569 978
24315 1077.898 978
24317 1385.751 978
24319 1587.713 978
24321 1724.837 978
24323 1751.109 978
24325 1819.586 978
24327 1766.007 978
24329 1689.629 978
24331 1767.911 978
24333 1845.853 978
24335 1911.38 978
24337 1849.815 978
24339 1757.958 978
24341 1903.815 978
24343 1938.735 978
24345 1586.693 978
24347 1230.457 978
24401 916.61 978
24403 723.399 978
24405 646.896 978
24407 602.245 978
24409 608.709 978
24411 655.145 978
24413 790.156 978
24415 1128.027 978
24417 1444.257 978
24419 1625.967 978
24421 1724.133 978
24423 1722.104 978
24425 1818.536 978
24427 1780.107 978
24429 1684.0049999999999 978
24431 1702.762 978
24433 1852.664 978
24435 1927.067 978
24437 1818.372 978
24439 1623.07 978
24441 1851.061 978
24443 1963.158 978
24445 1631.989 978
24447 1157.9 978
24501 857.303 978
24503 679.961 978
24505 616.577 978
24507 595.393 978
24509 609.095 978
24511 665.783 978
24513 809.316 978
24515 1146.458 978
24517 1403.106 978
24519 1612.81 978
24521 1688.12 978
24523 1709.653 978
24525 1779.935 978
24527 1793.601 978
24529 1691.728 978
24531 1793.997 978
24533 1932.199 978
24535 2088.012 978
24537 1983.537 978
24539 1900.569 978
24541 1961.243 978
24543 1892.036 978
24545 1603.574 978
24547 1215.455 978
24601 889.315 977
24603 720.286 977
24605 660.612 977
24607 611.257 977
24609 621.08 977
24611 657.759 977
24613 786.496 977
24615 1115.106 977
24617 1404.727 977
24619 1615.227 977
24621 1667.761 977
24623 1669.999 977
24625 1652.151 977
24627 1630.065 977
24629 1557.458 977
24631 1657.379 977
24633 1775.749 977
24635 1819.257 977
24637 1756.902 977
24639 1661.49 977
24641 1842.2259999999999 977
24643 1883.162 977
24645 1565.129 977
24647 1202.894 977
24701 892.897 978
24703 714.06 978
24705 628.191 978
24707 595.402 978
24709 598.032 978
24711 682.01 978
24713 763.363 978
24715 1167.692 978
24717 1411.129 978
24719 1630.84 978
24721 1650.9569999999999 978
24723 1633.307 978
24725 1680.485 978
24727 1621.714 978
24729 1524.276 978
24731 1551.368 978
24733 1712.891 978
24735 1758.569 978
24737 1713.694 978
24739 1575.849 978
24741 1781.912 978
24743 1821.779 978
24745 1598.009 978
24747 1346.67 978
24801 1048.438 978
24803 801.381 978
24805 675.704 978
24807 620.452 978
24809 614.478 978
24811 618.835 978
24813 681.846 978
24815 850.848 978
24817 1080.092 978
24819 1404.536 978
24821 1632.6290000000001 978
24823 1658.51 978
24825 1721.328 978
24827 1643.672 978
24829 1550.023 978
24831 1543.789 978
24833 1549.92 978
24835 1695.869 978
24837 1641.989 978
24839 1652.977 978
24841 1773.807 978
24843 1699.295 978
24845 1489.896 978
24847 1225.738 978
24901 1013.323 978
24903 844.411 978
24905 693.786 978
24907 660.843 978
24909 618.508 978
24911 627.217 978
24913 647.136 978
24915 752.583 978
24917 987.02 978
24919 1279.736 978
24921 1506.636 978
24923 1631.951 978
24925 1823.103 978
24927 1786.987 978
24929 1656.426 978
24931 1536.781 978
24933 1493.823 978
24935 1568.367 978
24937 1711.19 978
24939 1662.006 978
24941 1840.595 978
24943 1740.607 978
24945 1496.586 978
24947 1185.096 978
25001 884.774 978
25003 698.763 978
25005 622.053 978
25007 614.263 978
25009 602.434 978
25011 671.717 978
25013 786.163 978
25015 1163.023 978
25017 1351.076 978
25019 1535.769 978
25021 1595.3020000000001 978
25023 1650.63 978
25025 1732.359 978
25027 1584.785 978
25029 1544.906 978
25031 1677.868 978
25033 1802.712 978
25035 1984.766 978
25037 1907.169 978
25039 1819.167 978
25041 2029.504 978
25043 1902.555 978
25045 1538.013 978
25047 1156.831 978
25101 866.413 978
25103 697.134 978
25105 638.079 978
25107 627.962 978
25109 609.938 978
25111 664.005 978
25113 778.364 978
25115 1185.351 978
25117 1468.89 978
25119 1585.45 978
25121 1641.793 978
25123 1689.984 978
25125 1730.017 978
25127 1631.785 978
25129 1630.911 978
25131 1699.1009999999999 978
25133 1832.071 978
25135 2000.979 978
25137 1821.277 978
25139 1708.679 978
25141 1941.626 978
25143 1893.735 978
25145 1584.115 978
25147 1158.916 978
25201 839.339 978
25203 683.9110000000001 978
25205 610.073 978
25207 599.64 978
25209 614.97 978
25211 645.951 978
25213 798.502 978
25215 1195.74 978
25217 1427.502 978
25219 1593.409 978
25221 1665.894 978
25223 1610.425 978
25225 1675.49 978
25227 1618.552 978
25229 1604.223 978
25231 1685.439 978
25233 1755.606 978
25235 1859.915 978
25237 1667.427 978
25239 1636.278 978
25241 1887.937 978
25243 1821.5240000000001 978
25245 1519.546 978
25247 1175.913 978
25301 885.285 977
25303 705.322 977
25305 632.528 977
25307 582.211 977
25309 578.608 977
25311 645.579 977
25313 790.074 977
25315 1213.158 977
25317 1462.416 977
25319 1629.21 977
25321 1615.788 977
25323 1597.817 977
25325 1631.792 977
25327 1538.171 977
25329 1513.488 977
25331 1549.087 977
25333 1583.631 977
25335 1790.804 977
25337 1695.902 977
25339 1655.829 977
25341 1941.324 977
25343 1864.406 977
25345 1600.506 977
25347 1199.058 977
25401 873.8 977
25403 722.819 977
25405 638.085 977
25407 598.082 977
25409 593.331 977
25411 673.396 977
25413 793.891 977
25415 1194.72 977
25417 1446.656 977
25419 1557.168 977
25421 1647.8899999999999 977
25423 1689.441 977
25425 1666.372 977
25427 1579.364 977
