Time sum_kwh count_users
20615 841.318 972
20617 1215.399 972
20619 1507.833 972
20621 1671.175 972
20623 1717.933 972
20625 1843.144 972
20627 1762.132 972
20629 1620.214 972
20631 1587.358 972
20633 1621.787 972
20635 1661.763 972
20637 1589.609 972
20639 1469.877 972
20641 1471.756 972
20643 1495.894 972
20645 1440.8999999999999 972
20647 1236.442 972
20701 1035.943 972
20703 867.709 972
20705 736.16 972
20707 676.157 972
20709 639.252 972
20711 639.194 972
20713 668.327 972
20715 726.421 972
20717 948.683 972
20719 1156.521 972
20721 1385.619 972
20723 1551.852 972
20725 1633.684 972
20727 1608.5910000000001 972
20729 1566.942 972
20731 1550.385 972
20733 1523.852 972
20735 1549.172 972
20737 1555.599 972
20739 1458.094 972
20741 1374.716 972
20743 1477.309 972
20745 1476.048 972
20747 1220.306 972
20801 971.415 972
20803 748.9929999999999 972
20805 669.278 972
20807 634.949 972
20809 622.265 972
20811 644.238 972
20813 786.773 972
20815 1022.724 972
20817 1339.452 972
20819 1577.247 972
20821 1773.372 972
20823 1786.609 972
20825 1828.247 972
20827 1736.422 972
20829 1681.523 972
20831 1702.638 972
20833 1853.437 972
20835 1898.983 972
20837 1774.027 972
20839 1539.403 972
20841 1488.496 972
20843 1524.351 972
20845 1536.874 972
20847 1223.41 972
20901 945.92 974
20903 767.696 974
20905 700.483 974
20907 665.746 974
20909 627.369 974
20911 642.105 974
20913 752.533 974
20915 1023.711 974
20917 1395.009 974
20919 1664.002 974
20921 1790.601 974
20923 1791.097 974
20925 1847.146 974
20927 1776.403 974
20929 1679.094 974
20931 1733.164 974
20933 1843.499 974
20935 2032.26 974
20937 1864.266 974
20939 1614.3 974
20941 1499.126 974
20943 1551.02 974
20945 1554.575 974
20947 1251.987 974
21001 953.902 978
21003 773.175 978
21005 692.101 978
21007 668.159 978
21009 634.11 978
21011 658.389 978
21013 791.934 978
21015 1080.032 978
21017 1394.926 978
21019 1761.599 978
21021 1813.125 978
21023 1833.511 978
21025 1912.406 978
21027 1848.615 978
21029 1794.603 978
21031 1752.872 978
21033 1889.378 978
21035 1940.558 978
21037 1788.306 978
21039 1605.6580000000001 978
21041 1582.24 978
21043 1595.958 978
21045 1542.2259999999999 978
21047 1288.215 978
21101 965.26 979
21103 762.965 979
21105 682.58 979
21107 644.081 979
21109 618.399 979
21111 638.194 979
21113 773.119 979
21115 1053.195 979
21117 1404.416 979
21119 1764.9289999999999 979
21121 1822.395 979
21123 1829.022 979
21125 1899.791 979
21127 1832.306 979
21129 1730.008 979
21131 1718.17 979
21133 1784.528 979
21135 1892.228 979
21137 1802.949 979
21139 1613.898 979
21141 1514.105 979
21143 1601.609 979
21145 1560.756 979
21147 1293.858 979
21201 964.817 980
21203 757.042 980
21205 668.199 980
21207 640.636 980
21209 618.831 980
21211 662.291 980
21213 802.667 980
21215 1076.945 980
21217 1379.165 980
21219 1651.882 980
21221 1830.868 980
21223 1846.666 980
21225 1928.533 980
21227 1888.77 980
21229 1842.492 980
21231 1830.72 980
21233 1868.163 980
21235 1930.647 980
21237 1890.145 980
21239 1647.564 980
21241 1610.611 980
21243 1631.013 980
21245 1607.566 980
21247 1320.004 980
21301 1056.536 980
21303 817.725 980
21305 722.054 980
21307 672.737 980
21309 620.396 980
21311 642.88 980
21313 712.848 980
21315 864.173 980
21317 1164.949 980
21319 1515.387 980
21321 1631.434 980
21323 1746.894 980
21325 1831.338 980
21327 1723.917 980
21329 1646.284 980
21331 1616.673 980
21333 1579.565 980
21335 1540.845 980
21337 1643.167 980
21339 1519.708 980
21341 1422.641 980
21343 1465.509 980
21345 1437.397 980
21347 1276.923 980
21401 1049.04 980
21403 862.27 980
21405 773.732 980
21407 692.21 980
21409 621.674 980
21411 626.774 980
21413 672.676 980
21415 739.901 980
21417 988.625 980
21419 1247.746 980
21421 1384.865 980
21423 1554.582 980
21425 1638.749 980
21427 1610.019 980
21429 1537.106 980
21431 1433.294 980
21433 1465.071 980
21435 1425.212 980
21437 1493.653 980
21439 1414.989 980
21441 1399.321 980
21443 1449.48 980
21445 1383.494 980
21447 1205.661 980
21501 1005.499 981
21503 823.84 981
21505 723.119 981
21507 651.97 981
21509 624.174 981
21511 632.462 981
21513 677.905 981
21515 722.74 981
21517 879.88 981
21519 1163.487 981
21521 1422.283 981
21523 1518.545 981
21525 1548.509 981
21527 1593.041 981
21529 1581.202 981
21531 1490.584 981
21533 1530.204 981
21535 1649.627 981
21537 1708.143 981
21539 1631.794 981
21541 1590.825 981
21543 1599.454 981
21545 1471.133 981
21547 1242.269 981
21601 967.245 981
21603 778.659 981
21605 693.673 981
21607 656.788 981
21609 644.323 981
21611 673.998 981
21613 806.056 981
21615 1059.285 981
21617 1386.178 981
21619 1693.643 981
21621 1842.663 981
21623 1896.602 981
21625 1877.316 981
21627 1745.811 981
21629 1678.084 981
21631 1725.233 981
21633 1758.192 981
21635 1929.903 981
21637 1761.851 981
21639 1602.271 981
21641 1534.969 981
21643 1629.652 981
21645 1589.325 981
21647 1265.401 981
21701 941.33 981
21703 765.804 981
21705 671.087 981
21707 637.551 981
21709 634.35 981
21711 676.936 981
21713 787.852 981
21715 1081.98 981
21717 1400.124 981
21719 1737.725 981
21721 1891.727 981
21723 1883.432 981
21725 1857.047 981
21727 1838.521 981
21729 1750.054 981
21731 1748.897 981
21733 1807.066 981
21735 1895.867 981
21737 1701.722 981
21739 1561.296 981
21741 1440.817 981
21743 1538.757 981
21745 1548.356 981
21747 1278.041 981
21801 956.601 982
21803 750.695 982
21805 674.328 982
21807 632.806 982
21809 648.061 982
21811 662.048 982
21813 802.537 982
21815 1050.548 982
21817 1392.121 982
21819 1728.487 982
21821 1831.102 982
21823 1813.296 982
21825 1752.169 982
21827 1727.28 982
21829 1751.548 982
21831 1780.981 982
21833 1793.015 982
21835 1783.05 982
21837 1771.6 982
21839 1640.549 982
21841 1536.203 982
21843 1608.83 982
21845 1550.47 982
21847 1302.845 982
21901 1002.057 982
21903 793.861 982
21905 686.72 982
21907 638.914 982
21909 627.911 982
21911 661.341 982
21913 791.931 982
21915 1076.905 982
21917 1374.104 982
21919 1742.757 982
21921 1747.262 982
21923 1844.465 982
21925 1861.038 982
21927 1749.291 982
21929 1680.499 982
21931 1677.278 982
21933 1736.79 982
21935 1729.704 982
21937 1638.207 982
21939 1471.601 982
21941 1405.2740000000001 982
21943 1567.198 982
21945 1512.626 982
21947 1256.559 982
22001 1011.982 982
22003 856.23 982
22005 745.513 982
22007 680.058 982
22009 660.212 982
22011 660.376 982
22013 738.639 982
22015 894.98 982
22017 1194.088 982
22019 1486.343 982
22021 1625.361 982
22023 1765.919 982
22025 1767.0 982
22027 1665.202 982
22029 1609.112 982
22031 1623.556 982
22033 1628.942 982
22035 1671.146 982
22037 1619.099 982
22039 1571.299 982
22041 1474.307 982
22043 1552.455 982
22045 1437.697 982
22047 1268.998 982
22101 1031.326 982
22103 864.587 982
22105 745.848 982
22107 695.086 982
22109 657.985 982
22111 654.33 982
22113 701.475 982
22115 785.872 982
22117 1010.956 982
22119 1242.158 982
22121 1462.429 982
22123 1567.335 982
22125 1663.597 982
22127 1568.325 982
22129 1446.729 982
22131 1444.95 982
22133 1465.176 982
22135 1525.453 982
22137 1529.448 982
22139 1457.369 982
22141 1511.233 982
22143 1570.541 982
22145 1443.398 982
22147 1215.803 982
22201 951.561 982
22203 729.115 982
22205 660.761 982
22207 636.692 982
22209 635.6 982
22211 665.71 982
22213 804.629 982
22215 1015.9879999999999 982
22217 1337.029 982
22219 1667.419 982
22221 1798.296 982
22223 1808.649 982
22225 1905.94 982
22227 1826.684 982
22229 1774.804 982
22231 1763.93 982
22233 1848.299 982
22235 1886.684 982
22237 1813.79 982
22239 1645.092 982
22241 1494.286 982
22243 1647.744 982
22245 1578.737 982
22247 1235.606 982
22301 926.8820000000001 982
22303 751.706 982
22305 678.274 982
22307 648.905 982
22309 649.213 982
22311 663.144 982
22313 797.928 982
22315 1100.656 982
22317 1414.593 982
22319 1783.519 982
22321 1839.215 982
22323 1828.348 982
22325 1863.987 982
22327 1886.838 982
22329 1776.764 982
22331 1750.549 982
22333 1909.005 982
22335 1950.629 982
22337 1826.613 982
22339 1726.56 982
22341 1619.261 982
22343 1675.37 982
22345 1537.585 982
22347 1274.034 982
22401 983.984 983
22403 778.365 983
22405 707.79 983
22407 642.109 983
22409 655.27 983
22411 667.867 983
22413 810.573 983
22415 1083.922 983
22417 1454.127 983
22419 1821.474 983
22421 1869.414 983
22423 1945.854 983
22425 1929.173 983
22427 1823.676 983
22429 1836.038 983
22431 1811.459 983
22433 1874.559 983
22435 2003.004 983
22437 1865.952 983
22439 1626.729 983
22441 1530.316 983
22443 1631.719 983
22445 1554.549 983
22447 1256.443 983
22501 960.458 982
22503 758.898 982
22505 684.656 982
22507 651.622 982
22509 652.121 982
22511 698.617 982
22513 809.25 982
22515 1071.858 982
22517 1444.653 982
22519 1776.957 982
22521 1864.212 982
22523 1873.658 982
22525 1807.06 982
22527 1738.183 982
22529 1820.362 982
22531 1773.532 982
22533 1850.121 982
22535 1878.158 982
22537 1768.617 982
22539 1651.555 982
22541 1578.498 982
22543 1678.651 982
22545 1589.519 982
22547 1257.414 982
22601 956.0 982
22603 770.313 982
22605 672.8149999999999 982
22607 643.82 982
22609 638.207 982
22611 660.469 982
22613 809.486 982
22615 1039.502 982
22617 1410.528 982
22619 1764.983 982
22621 1893.288 982
22623 1916.882 982
22625 1865.355 982
22627 1780.729 982
22629 1776.137 982
22631 1708.07 982
22633 1834.748 982
22635 1894.813 982
22637 1785.464 982
22639 1582.23 982
22641 1560.735 982
22643 1679.958 982
22645 1504.715 982
22647 1276.296 982
22701 1053.277 982
22703 866.237 982
22705 738.456 982
22707 679.869 982
22709 651.211 982
22711 684.337 982
22713 780.802 982
22715 905.9689999999999 982
22717 1214.871 982
22719 1534.679 982
22721 1635.605 982
22723 1740.852 982
22725 1859.22 982
22727 1812.019 982
22729 1680.217 982
22731 1640.2369999999999 982
22733 1644.478 982
22735 1717.91 982
22737 1614.643 982
22739 1505.427 982
22741 1470.166 982
22743 1558.301 982
22745 1437.127 982
22747 1247.759 982
22801 1030.421 982
22803 867.632 982
22805 739.027 982
22807 667.922 982
22809 649.847 982
22811 652.467 982
22813 705.899 982
22815 760.802 982
22817 941.284 982
22819 1223.378 982
22821 1437.757 982
22823 1594.853 982
22825 1674.313 982
22827 1708.618 982
22829 1590.865 982
22831 1490.376 982
22833 1442.403 982
22835 1551.413 982
22837 1581.241 982
22839 1500.5140000000001 982
22841 1532.564 982
22843 1625.159 982
22845 1484.243 982
22847 1241.737 982
22901 982.6899999999999 982
22903 783.074 982
22905 677.615 982
22907 643.089 982
22909 636.953 982
22911 666.921 982
22913 821.362 982
22915 982.93 982
22917 1377.012 982
22919 1678.041 982
22921 1768.835 982
22923 1751.168 982
22925 1823.243 982
22927 1696.315 982
22929 1636.051 982
22931 1650.027 982
22933 1725.325 982
22935 1913.057 982
22937 1787.049 982
22939 1534.663 982
22941 1515.208 982
22943 1703.076 982
22945 1567.476 982
22947 1238.779 982
23001 959.923 983
23003 762.383 983
23005 676.251 983
23007 644.865 983
23009 644.083 983
23011 680.292 983
23013 827.511 983
23015 1061.229 983
23017 1359.95 983
23019 1698.989 983
23021 1821.9270000000001 983
23023 1900.528 983
23025 1940.856 983
23027 1791.1779999999999 983
23029 1767.725 983
23031 1762.416 983
23033 1861.439 983
23035 1982.166 983
23037 1842.387 983
23039 1629.248 983
23041 1620.99 983
23043 1755.036 983
23045 1560.523 983
23047 1234.697 983
23101 967.416 983
23103 781.252 983
23105 710.763 983
23107 669.789 983
23109 657.609 983
23111 705.179 983
23113 828.524 983
23115 1078.8 983
23117 1418.975 983
23119 1775.009 983
23121 1838.581 983
23123 1868.221 983
23125 1921.641 983
23127 1921.096 983
23129 1800.816 983
23131 1782.327 983
23133 1860.412 983
23135 2015.421 983
23137 1976.785 983
23139 1764.058 983
23141 1729.304 983
23143 1755.779 983
23145 1597.124 983
23147 1273.326 983
23201 950.822 983
23203 782.091 983
23205 713.948 983
23207 680.179 983
23209 656.008 983
23211 701.458 983
23213 852.999 983
23215 1124.841 983
23217 1421.609 983
23219 1762.226 983
23221 1894.703 983
23223 1945.845 983
23225 1932.826 983
23227 1814.004 983
23229 1810.76 983
23231 1801.662 983
23233 1878.058 983
23235 1942.528 983
23237 1828.851 983
23239 1663.282 983
23241 1597.647 983
23243 1721.083 983
23245 1545.904 983
23247 1236.749 983
23301 967.239 982
23303 765.366 982
23305 673.183 982
23307 624.519 982
23309 625.383 982
23311 669.595 982
23313 813.212 982
23315 1097.298 982
23317 1432.733 982
23319 1733.542 982
23321 1827.532 982
23323 1846.57 982
23325 1883.223 982
23327 1801.249 982
23329 1717.316 982
23331 1780.806 982
23333 1869.386 982
23335 1870.6680000000001 982
23337 1767.359 982
23339 1623.471 982
23341 1543.685 982
23343 1665.838 982
23345 1521.263 982
23347 1271.563 982
23401 1025.777 982
23403 826.16 982
23405 724.97 982
23407 650.479 982
23409 621.943 982
23411 656.469 982
23413 717.179 982
23415 886.198 982
23417 1188.71 982
23419 1517.576 982
23421 1705.837 982
23423 1696.065 982
23425 1774.55 982
23427 1706.943 982
23429 1621.809 982
23431 1636.234 982
23433 1667.48 982
23435 1779.513 982
23437 1840.387 982
23439 1677.712 982
23441 1706.423 982
23443 1678.562 982
23445 1454.843 982
23447 1272.772 982
23501 1103.866 982
23503 890.177 982
23505 777.872 982
23507 732.853 982
23509 694.894 982
23511 678.86 982
23513 707.675 982
23515 781.224 982
23517 999.946 982
23519 1274.801 982
23521 1452.3700000000001 982
23523 1651.843 982
23525 1786.836 982
23527 1755.486 982
23529 1618.3700000000001 982
23531 1582.029 982
23533 1604.227 982
23535 1600.85 982
23537 1592.606 982
23539 1457.2160000000001 982
23541 1537.797 982
23543 1720.351 982
23545 1527.437 982
23547 1299.46 982
23601 1007.8919999999999 981
23603 755.41 981
23605 668.573 981
23607 631.34 981
23609 633.929 981
23611 657.039 981
23613 803.128 981
23615 1094.694 981
23617 1359.309 981
23619 1665.47 981
23621 1708.57 981
23623 1767.739 981
23625 1787.22 981
23627 1739.449 981
23629 1686.249 981
23631 1790.847 981
23633 1847.385 981
23635 1908.786 981
23637 1858.633 981
23639 1661.795 981
23641 1609.802 981
23643 1788.383 981
23645 1559.9 981
23647 1237.66 981
23701 938.422 981
23703 749.463 981
23705 687.02 981
23707 643.542 981
23709 637.696 981
23711 679.093 981
23713 817.755 981
23715 1092.094 981
23717 1439.505 981
23719 1750.979 981
23721 1845.259 981
23723 1887.266 981
23725 1881.252 981
23727 1830.3120000000001 981
23729 1767.078 981
23731 1797.008 981
23733 1822.276 981
23735 1923.284 981
23737 1837.838 981
23739 1756.285 981
23741 1756.077 981
23743 1771.026 981
23745 1604.919 981
23747 1264.136 981
23801 961.221 981
23803 758.868 981
23805 670.519 981
23807 634.494 981
23809 624.257 981
23811 668.302 981
23813 817.637 981
23815 1128.301 981
23817 1455.577 981
23819 1726.831 981
23821 1808.795 981
23823 1902.507 981
23825 1924.316 981
23827 1789.006 981
23829 1784.643 981
23831 1829.114 981
23833 1973.016 981
23835 2026.709 981
23837 1856.058 981
23839 1691.931 981
23841 1765.506 981
23843 1782.781 981
23845 1600.253 981
23847 1334.28 981
23901 991.798 981
23903 784.172 981
23905 700.394 981
23907 648.509 981
23909 640.47 981
23911 689.048 981
23913 823.504 981
23915 1150.934 981
23917 1422.896 981
23919 1772.276 981
23921 1860.268 981
23923 1829.629 981
23925 1832.935 981
23927 1796.784 981
23929 1806.328 981
23931 1807.517 981
23933 1864.174 981
23935 1970.187 981
23937 1850.819 981
23939 1727.675 981
23941 1738.853 981
23943 1866.448 981
23945 1593.135 981
23947 1267.747 981
24001 945.305 982
24003 742.774 982
24005 680.873 982
24007 641.372 982
24009 634.686 982
24011 676.0120000000001 982
24013 854.949 982
24015 1149.433 982
24017 1400.471 982
24019 1702.42 982
24021 1853.945 982
24023 1803.047 982
24025 1900.991 982
24027 1836.201 982
24029 1798.058 982
24031 1810.997 982
24033 1873.412 982
24035 1900.614 982
24037 1814.716 982
24039 1620.915 982
24041 1631.259 982
24043 1753.396 982
24045 1608.792 982
24047 1303.424 982
24101 1016.889 982
24103 832.929 982
24105 736.977 982
24107 663.827 982
24109 638.726 982
24111 642.486 982
24113 738.766 982
24115 874.355 982
24117 1192.326 982
24119 1482.597 982
24121 1770.0240000000001 982
24123 1850.602 982
24125 1921.483 982
24127 1822.826 982
24129 1739.054 982
24131 1713.012 982
24133 1584.298 982
24135 1688.161 982
24137 1797.512 982
24139 1640.991 982
24141 1648.398 982
24143 1722.269 982
24145 1521.161 982
24147 1300.946 982
24201 1062.731 982
24203 843.472 982
24205 728.568 982
24207 675.5649999999999 982
24209 623.817 982
24211 639.047 982
24213 702.959 982
24215 754.48 982
24217 958.827 982
24219 1169.535 982
24221 1479.105 982
24223 1594.406 982
24225 1737.331 982
24227 1799.339 982
24229 1666.051 982
24231 1675.014 982
24233 1661.679 982
24235 1673.367 982
24237 1655.9759999999999 982
24239 1600.0819999999999 982
24241 1749.352 982
24243 1758.29 982
24245 1558.922 982
24247 1224.961 982
24301 947.743 982
24303 739.264 982
24305 666.801 982
24307 643.521 982
24309 637.107 982
24311 665.438 982
24313 863.332 982
24315 1172.687 982
24317 1448.267 982
24319 1656.431 982
24321 1774.531 982
24323 1799.579 982
24325 1911.786 982
24327 1840.055 982
24329 1786.955 982
24331 1813.2259999999999 982
24333 2010.576 982
24335 2127.189 982
24337 1914.802 982
24339 1789.314 982
24341 1864.222 982
24343 1909.74 982
24345 1637.974 982
24347 1223.865 982
24401 910.62 982
24403 749.725 982
24405 685.825 982
24407 639.798 982
24409 621.047 982
24411 684.926 982
24413 876.933 982
24415 1251.28 982
24417 1496.863 982
24419 1675.501 982
24421 1799.456 982
24423 1796.559 982
24425 1902.587 982
24427 1828.159 982
24429 1762.076 982
24431 1832.86 982
24433 1958.082 982
24435 2078.249 982
24437 1990.262 982
24439 1761.645 982
24441 1817.767 982
24443 1908.601 982
24445 1567.366 982
24447 1220.576 982
24501 891.843 982
24503 749.406 982
24505 680.762 982
24507 647.429 982
24509 646.958 982
24511 692.894 982
24513 858.577 982
24515 1273.199 982
24517 1494.74 982
24519 1733.834 982
24521 1736.867 982
24523 1751.301 982
24525 1867.379 982
24527 1841.488 982
24529 1823.937 982
24531 1912.151 982
24533 2068.164 982
24535 2120.23 982
24537 1981.332 982
24539 1919.253 982
24541 1957.06 982
24543 1823.808 982
24545 1593.763 982
24547 1203.358 982
24601 912.377 982
24603 735.093 982
24605 657.084 982
24607 633.722 982
24609 645.446 982
24611 671.045 982
24613 839.99 982
24615 1252.931 982
24617 1485.805 982
24619 1741.123 982
24621 1759.592 982
24623 1744.679 982
24625 1892.29 982
24627 1776.548 982
24629 1699.793 982
24631 1745.304 982
24633 1945.404 982
24635 2024.091 982
24637 1846.536 982
24639 1751.643 982
24641 1922.763 982
24643 1917.119 982
24645 1622.97 982
24647 1240.53 982
24701 919.365 982
24703 740.291 982
24705 655.24 982
24707 630.353 982
24709 620.481 982
24711 655.621 982
24713 836.625 982
24715 1288.202 982
24717 1541.138 982
24719 1694.872 982
24721 1810.978 982
24723 1779.105 982
24725 1821.552 982
24727 1743.971 982
24729 1711.213 982
24731 1764.413 982
24733 1844.627 982
24735 1920.303 982
24737 1801.567 982
24739 1693.038 982
24741 1711.722 982
24743 1734.757 982
24745 1544.213 982
24747 1315.85 982
24801 1017.098 982
24803 774.083 982
24805 682.895 982
24807 650.6949999999999 982
24809 635.1320000000001 982
24811 651.188 982
24813 721.104 982
24815 891.789 982
24817 1214.619 982
24819 1524.488 982
24821 1679.977 982
24823 1764.362 982
24825 1891.823 982
24827 1806.789 982
24829 1725.857 982
24831 1653.309 982
24833 1727.221 982
24835 1749.346 982
24837 1725.454 982
24839 1707.007 982
24841 1709.72 982
24843 1705.719 982
24845 1534.299 982
24847 1251.898 982
24901 1005.843 982
24903 808.9830000000001 982
24905 698.971 982
24907 645.098 982
24909 631.097 982
24911 635.162 982
24913 708.931 982
24915 777.989 982
24917 989.97 982
24919 1302.612 982
24921 1575.792 982
24923 1786.768 982
24925 1885.719 982
24927 1886.059 982
24929 1810.972 982
24931 1798.36 982
24933 1710.13 982
24935 1669.857 982
24937 1714.344 982
24939 1669.783 982
24941 1835.121 982
24943 1775.435 982
24945 1520.058 982
24947 1182.695 982
25001 941.162 981
25003 717.835 981
25005 632.557 981
25007 612.189 981
25009 616.659 981
25011 650.674 981
25013 825.448 981
25015 1235.058 981
25017 1445.552 981
25019 1590.796 981
25021 1708.445 981
25023 1690.293 981
25025 1680.767 981
25027 1662.379 981
25029 1611.074 981
25031 1669.8319999999999 981
25033 1867.725 981
25035 1988.135 981
25037 1814.224 981
25039 1792.69 981
25041 1896.361 981
25043 1852.514 981
25045 1549.461 981
25047 1188.184 981
25101 881.379 981
25103 713.506 981
25105 652.217 981
25107 637.653 981
25109 638.024 981
25111 671.433 981
25113 868.213 981
25115 1327.565 981
25117 1530.393 981
25119 1672.52 981
25121 1686.395 981
25123 1733.813 981
25125 1921.181 981
25127 1800.079 981
25129 1816.036 981
25131 1824.616 981
25133 2017.268 981
25135 2075.55 981
25137 1941.954 981
25139 1783.749 981
25141 1904.336 981
25143 1867.976 981
25145 1561.516 981
25147 1251.363 981
25201 844.659 979
25203 685.088 979
25205 632.832 979
25207 601.003 979
25209 597.503 979
25211 624.581 979
25213 831.657 979
25215 1269.066 979
25217 1480.922 979
25219 1659.875 979
25221 1691.173 979
25223 1628.064 979
25225 1726.174 979
25227 1657.39 979
25229 1648.385 979
25231 1654.666 979
25233 1832.772 979
25235 1949.336 979
25237 1865.497 979
25239 1729.817 979
25241 1865.438 979
25243 1903.395 979
25245 1576.086 979
25247 1204.114 979
25301 885.358 979
25303 690.924 979
25305 627.256 979
25307 608.359 979
25309 613.793 979
25311 647.397 979
25313 835.212 979
25315 1296.688 979
25317 1563.238 979
25319 1689.925 979
25321 1719.352 979
25323 1689.128 979
25325 1754.267 979
25327 1662.215 979
25329 1632.824 979
25331 1722.675 979
25333 1782.437 979
25335 1888.579 979
25337 1723.988 979
25339 1628.483 979
25341 1776.764 979
25343 1785.942 979
25345 1538.764 979
25347 1133.854 979
25401 835.906 979
25403 688.157 979
25405 628.593 979
25407 617.51 979
25409 621.54 979
25411 651.769 979
25413 860.689 979
