mean_kwh day hour prediction date holiday
1.8331975780752072 306 12 1.6427538192234243 2009-11-03 False
1.7698288718929254 306 13 1.6135682686187145 2009-11-03 False
1.7645552899936263 306 14 1.557713399108848 2009-11-03 False
1.871473072020396 306 15 1.5641513367281987 2009-11-03 False
2.1660253346080305 306 16 1.7443981540420113 2009-11-03 False
2.638757170172084 306 17 2.1304939528962445 2009-11-03 False
2.508368706182282 306 18 2.1913265436028007 2009-11-03 False
2.277209528362014 306 19 2.0350816359007 2009-11-03 False
2.1035391969407264 306 20 1.876836409929981 2009-11-03 False
1.934117272147865 306 21 1.7272269255251431 2009-11-03 False
1.6408973868706185 306 22 1.465019573520051 2009-11-03 False
1.3440470044614403 306 23 1.2140327816677277 2009-11-03 False
0.9838309971328448 307 0 0.9243785805219604 2009-11-04 False
0.7875834660719976 307 1 0.7432227880330999 2009-11-04 False
0.7199546033768716 307 2 0.675100254614895 2009-11-04 False
0.6787497610704045 307 3 0.6405105028644176 2009-11-04 False
0.6717981841350749 307 4 0.6299431890515595 2009-11-04 False
0.7076804714877349 307 5 0.6633228835136855 2009-11-04 False
0.8713505893596687 307 6 0.8166669318905155 2009-11-04 False
1.2937524689391526 307 7 1.1194240929344368 2009-11-04 False
1.4918445364765849 307 8 1.4506419478039465 2009-11-04 False
1.6574158967824146 307 9 1.6927441120305535 2009-11-04 False
1.7179547626632683 307 10 1.839332431572247 2009-11-04 False
1.7386146862057985 307 11 1.888323838319541 2009-11-04 False
1.764262344695763 307 12 1.9193706238064927 2009-11-04 False
1.7113112456196242 307 13 1.8418911521324 2009-11-04 False
1.7601341191462248 307 14 1.7859345957988542 2009-11-04 False
1.8688867473717743 307 15 1.8649388924252068 2009-11-04 False
2.174036795157693 307 16 2.0694002227880333 2009-11-04 False
2.633511150047786 307 17 2.4757003500954804 2009-11-04 False
2.565522618668366 307 18 2.391298058561426 2009-11-04 False
2.33052707868748 307 19 2.188300127307448 2009-11-04 False
2.145122650525645 307 20 2.01046037555697 2009-11-04 False
1.9765641924179675 307 21 1.8459734245703368 2009-11-04 False
1.679600828289264 307 22 1.590450668364099 2009-11-04 False
1.341695285122651 307 23 1.3005790897517504 2009-11-04 False
0.9831765174446392 308 0 0.9598213091256568 2009-11-05 False
0.7835018320853911 308 1 0.7712430323299889 2009-11-05 False
0.7111922893101801 308 2 0.6889068322981367 2009-11-05 False
0.6820860283574955 308 3 0.654419812071986 2009-11-05 False
0.6813151186872709 308 4 0.6436163401815576 2009-11-05 False
0.715087621475227 308 5 0.6727052078356427 2009-11-05 False
0.8871159789708459 308 6 0.8272785475394171 2009-11-05 False
1.320458339971324 308 7 1.1194795349577955 2009-11-05 False
1.5474075195156924 308 8 1.3922927217709826 2009-11-05 False
1.7047347458977218 308 9 1.6616693741041566 2009-11-05 False
1.772816632149116 308 10 1.748327122153209 2009-11-05 False
1.7916593914290264 308 11 1.779998885172798 2009-11-05 False
1.8317661303170305 308 12 1.8329835961140308 2009-11-05 False
1.827624502150709 308 13 1.7384421086160216 2009-11-05 False
1.806563485741596 308 14 1.6761079789775442 2009-11-05 False
1.8970512983909515 308 15 1.7034996018474278 2009-11-05 False
2.172741118368648 308 16 1.9036289218028348 2009-11-05 False
2.620032021666401 308 17 2.395654244306418 2009-11-05 False
2.5197672454994424 308 18 2.418776238254499 2009-11-05 False
2.325878126493548 308 19 2.204642458990285 2009-11-05 False
2.14700812490043 308 20 2.035801720019112 2009-11-05 False
1.9772451808188625 308 21 1.8550363115145725 2009-11-05 False
1.6682474111836865 308 22 1.6053389074693425 2009-11-05 False
1.3712411980245338 308 23 1.3202322025800286 2009-11-05 False
1.015887862376553 309 0 0.984334607421564 2009-11-06 False
0.8013767123287671 309 1 0.7867219302436694 2009-11-06 False
0.7284198789423384 309 2 0.700478579391623 2009-11-06 False
0.6955541573749602 309 3 0.6602799808886765 2009-11-06 False
0.6729681427206117 309 4 0.6506655518394648 2009-11-06 False
0.7071815864925135 309 5 0.6704814460901418 2009-11-06 False
0.873237814590634 309 6 0.8131756649147954 2009-11-06 False
1.315464797706276 309 7 1.1556542443064182 2009-11-06 False
1.5521075183179358 309 8 1.4492075171205607 2009-11-06 False
1.7001283848359348 309 9 1.7078466316292402 2009-11-06 False
1.7592676011468622 309 10 1.8093954451345755 2009-11-06 False
1.767799936285441 309 11 1.8852516324255453 2009-11-06 False
1.803265848996496 309 12 1.9139675107501195 2009-11-06 False
1.7834708505893595 309 13 1.8353635929288104 2009-11-06 False
1.7544958585536796 309 14 1.81181684981685 2009-11-06 False
1.85153440586174 309 15 1.8561329829590696 2009-11-06 False
2.129770786874801 309 16 2.059759038063386 2009-11-06 False
2.5722331952851225 309 17 2.445372511546424 2009-11-06 False
2.495791016247213 309 18 2.395246695333652 2009-11-06 False
2.288927524689392 309 19 2.194798534798535 2009-11-06 False
2.1531787193373684 309 20 1.9834580347189044 2009-11-06 False
1.9694643198470847 309 21 1.8577222487657268 2009-11-06 False
1.6814619305511311 309 22 1.6119585921325057 2009-11-06 False
1.3821578528193692 309 23 1.3460600414078676 2009-11-06 False
1.0270562370559184 310 0 0.996677337155598 2009-11-07 False
0.8129254420901705 310 1 0.7912987736900782 2009-11-07 False
0.7280285168073921 310 2 0.7005719063545149 2009-11-07 False
0.706410865062928 310 3 0.6626099697404045 2009-11-07 False
0.6843097020869843 310 4 0.6595435578913841 2009-11-07 False
0.7180331368488131 310 5 0.6791586239847109 2009-11-07 False
0.8792830970208699 310 6 0.8066808408982321 2009-11-07 False
1.3334661462482076 310 7 1.113845835324096 2009-11-07 False
1.5894044925920023 310 8 1.4451204013377927 2009-11-07 False
1.769657798311295 310 9 1.7187512342729736 2009-11-07 False
1.8556990600605383 310 10 1.85920624303233 2009-11-07 False
1.7995975784610485 310 11 1.8985593247332373 2009-11-07 False
1.842465668312888 310 12 1.9658160535117053 2009-11-07 False
1.797412776804206 310 13 1.875665551839465 2009-11-07 False
1.761584674207424 310 14 1.8235851250199075 2009-11-07 False
1.8119614465509 310 15 1.823089823220258 2009-11-07 False
2.0891647283734267 310 16 2.001882783882784 2009-11-07 False
2.512664808029313 310 17 2.3168291129160696 2009-11-07 False
2.4877068663374224 310 18 2.3402495620321706 2009-11-07 False
2.266778715947108 310 19 2.161501353718745 2009-11-07 False
2.0824247251871912 310 20 1.994627966236662 2009-11-07 False
1.903347618288992 310 21 1.826322344322344 2009-11-07 False
1.683168392544209 310 22 1.6113693263258482 2009-11-07 False
1.5013120917635814 310 23 1.4354605828953657 2009-11-07 False
1.1570599012267009 311 0 1.1159152731326645 2009-11-08 False
0.8979095109128564 311 1 0.8693247332377767 2009-11-08 False
0.7641478413254741 311 2 0.7339562032170729 2009-11-08 False
0.704253624342839 311 3 0.6659275362318842 2009-11-08 False
0.6804103871276087 311 4 0.6353944895684026 2009-11-08 False
0.6903549466305561 311 5 0.651794712533843 2009-11-08 False
0.7429654293452286 311 6 0.7102506768593726 2009-11-08 False
0.903361637725028 311 7 0.8557776716037585 2009-11-08 False
1.1789222558547077 311 8 1.1055854435419654 2009-11-08 False
1.53786251393978 311 9 1.4496724000637045 2009-11-08 False
1.7486135096383624 311 10 1.63754005414875 2009-11-08 False
1.8508524772980723 311 11 1.7268759356585444 2009-11-08 False
1.9556821730125853 311 12 1.7836384774645644 2009-11-08 False
1.8824836705432533 311 13 1.7484320751712057 2009-11-08 False
1.861573363071531 311 14 1.6648837394489568 2009-11-08 False
1.8253751792257449 311 15 1.696808568243351 2009-11-08 False
1.9732561733312093 311 16 1.8547383341296384 2009-11-08 False
2.417152461366895 311 17 2.259684026118809 2009-11-08 False
2.403203919069619 311 18 2.178649625736582 2009-11-08 False
2.2566249800860283 311 19 2.0246908743430483 2009-11-08 False
2.0111642504381075 311 20 1.8479331103678929 2009-11-08 False
1.816956667197706 311 21 1.6924943462334767 2009-11-08 False
1.6087580054166002 311 22 1.5249730848861285 2009-11-08 False
1.4413305719292655 311 23 1.348411211976429 2009-11-08 False
1.1614454357176995 312 0 1.0768486632718013 2009-11-09 False
0.931941851202804 312 1 0.8138583704646722 2009-11-09 False
0.7829469491795443 312 2 0.6802606619987269 2009-11-09 False
0.7108943762944081 312 3 0.6413469127943985 2009-11-09 False
0.6757994264776167 312 4 0.6382501591343094 2009-11-09 False
0.6714170782220805 312 5 0.6519177275620623 2009-11-09 False
0.7004111836864744 312 6 0.7116615213239975 2009-11-09 False
0.8103743826668791 312 7 0.851914385741566 2009-11-09 False
0.982174127768042 312 8 1.1034565563335454 2009-11-09 False
1.287569858212522 312 9 1.3966888924252068 2009-11-09 False
1.5533012585630075 312 10 1.5744740611075747 2009-11-09 False
1.7079052094949818 312 11 1.7084657861234882 2009-11-09 False
1.838916839254421 312 12 1.7822803946530872 2009-11-09 False
1.7979319738728694 312 13 1.6914053150859327 2009-11-09 False
1.6744580213477775 312 14 1.554612189688097 2009-11-09 False
1.6151507089373904 312 15 1.4745480585614257 2009-11-09 False
1.7248269874143698 312 16 1.593692552514322 2009-11-09 False
2.200563485741596 312 17 1.8785211648631448 2009-11-09 False
2.314946311932452 312 18 2.051612348822406 2009-11-09 False
2.182645690616537 312 19 1.9394040420114576 2009-11-09 False
1.9931401943603635 312 20 1.7722248567791217 2009-11-09 False
1.8611457702724232 312 21 1.6241155315085931 2009-11-09 False
1.5937932133184642 312 22 1.4267364735837047 2009-11-09 False
1.3283143221284053 312 23 1.2385603119032462 2009-11-09 False
1.0067263023737454 313 0 0.9330364882090504 2009-11-10 False
0.7953793213318465 313 1 0.7409848629700446 2009-11-10 False
0.7012722638202964 313 2 0.6642855321861058 2009-11-10 False
0.680257129201848 313 3 0.6307100063734863 2009-11-10 False
0.6712797514736338 313 4 0.6230347355003187 2009-11-10 False
0.6971742870798153 313 5 0.6531830783938816 2009-11-10 False
0.8607140353672137 313 6 0.8178910133843212 2009-11-10 False
1.3227478094631195 313 7 1.2516281070745698 2009-11-10 False
1.5650608570973392 313 8 1.511678776290631 2009-11-10 False
1.732887525888163 313 9 1.6635866794136394 2009-11-10 False
1.8342652541022784 313 10 1.7476684193753984 2009-11-10 False
1.847430141787478 313 11 1.7793538878266413 2009-11-10 False
1.9143439541182088 313 12 1.8331975780752072 2009-11-10 False
1.8730506611438584 313 13 1.7698288718929254 2009-11-10 False
1.866579576230684 313 14 1.7645552899936263 2009-11-10 False
1.998246773936594 313 15 1.871473072020396 2009-11-10 False
2.3780274016249803 313 16 2.1660253346080305 2009-11-10 False
2.7360344113429984 313 17 2.638757170172084 2009-11-10 False
2.580948701609049 313 18 2.508368706182282 2009-11-10 False
2.36797259837502 313 19 2.277209528362014 2009-11-10 False
2.152133503265892 313 20 2.1035391969407264 2009-11-10 False
1.96035717699538 313 21 1.934117272147865 2009-11-10 False
1.671533535128246 313 22 1.6408973868706185 2009-11-10 False
1.4014309383463437 313 23 1.3440470044614403 2009-11-10 False
1.0495863223338115 314 0 0.9838309971328448 2009-11-11 False
0.8434344014028375 314 1 0.7875834660719976 2009-11-11 False
0.7624670811413997 314 2 0.7199546033768716 2009-11-11 False
0.7340082894946597 314 3 0.6787497610704045 2009-11-11 False
0.7189406982305118 314 4 0.6717981841350749 2009-11-11 False
0.7581214729794357 314 5 0.7076804714877349 2009-11-11 False
0.9260519687549816 314 6 0.8713505893596687 2009-11-11 False
1.368950741272119 314 7 1.2937524689391526 2009-11-11 False
1.5832490036665074 314 8 1.4918445364765849 2009-11-11 False
1.704369201339072 314 9 1.6574158967824146 2009-11-11 False
1.7888557309102504 314 10 1.7179547626632683 2009-11-11 False
1.751153036824486 314 11 1.7386146862057985 2009-11-11 False
1.779282002231787 314 12 1.764262344695763 2009-11-11 False
1.7242568149210902 314 13 1.7113112456196242 2009-11-11 False
1.7126080025506136 314 14 1.7601341191462248 2009-11-11 False
1.7984962537860674 314 15 1.8688867473717743 2009-11-11 False
2.0888823529411766 314 16 2.174036795157693 2009-11-11 False
2.663913597959509 314 17 2.633511150047786 2009-11-11 False
2.547810298102981 314 18 2.565522618668366 2009-11-11 False
2.321256017854296 314 19 2.33052707868748 2009-11-11 False
2.16343408257612 314 20 2.145122650525645 2009-11-11 False
1.985544077793719 314 21 1.9765641924179675 2009-11-11 False
1.6868000956480154 314 22 1.679600828289264 2009-11-11 False
1.3812638291088792 314 23 1.341695285122651 2009-11-11 False
1.0154539221938774 315 0 0.9831765174446392 2009-11-12 False
0.8185063775510205 315 1 0.7835018320853911 2009-11-12 False
0.7418989158163266 315 2 0.7111922893101801 2009-11-12 False
0.7294205994897959 315 3 0.6820860283574955 2009-11-12 False
0.7152378826530612 315 4 0.6813151186872709 2009-11-12 False
0.7403552295918367 315 5 0.715087621475227 2009-11-12 False
0.8967948022959183 315 6 0.8871159789708459 2009-11-12 False
1.3781624681122449 315 7 1.320458339971324 2009-11-12 False
1.6215698341836735 315 8 1.5474075195156924 2009-11-12 False
1.7842850765306122 315 9 1.7047347458977218 2009-11-12 False
1.8392940051020408 315 10 1.772816632149116 2009-11-12 False
1.835232142857143 315 11 1.7916593914290264 2009-11-12 False
1.895343112244898 315 12 1.8317661303170305 2009-11-12 False
1.8746847895408163 315 13 1.827624502150709 2009-11-12 False
1.8901463647959185 315 14 1.806563485741596 2009-11-12 False
2.004486607142857 315 15 1.8970512983909515 2009-11-12 False
2.354233418367347 315 16 2.172741118368648 2009-11-12 False
2.729057079081633 315 17 2.620032021666401 2009-11-12 False
2.563503985969388 315 18 2.5197672454994424 2009-11-12 False
2.343084980867347 315 19 2.325878126493548 2009-11-12 False
2.192272640306123 315 20 2.14700812490043 2009-11-12 False
2.001971460459184 315 21 1.9772451808188625 2009-11-12 False
1.7011846301020408 315 22 1.6682474111836865 2009-11-12 False
1.4164405293367348 315 23 1.3712411980245338 2009-11-12 False
1.0851227482863064 316 0 1.015887862376553 2009-11-13 False
0.8620827355332378 316 1 0.8013767123287671 2009-11-13 False
0.7708751793400287 316 2 0.7284198789423384 2009-11-13 False
0.7442867846325523 316 3 0.6955541573749602 2009-11-13 False
0.719787501992667 316 4 0.6729681427206117 2009-11-13 False
0.760531324725012 316 5 0.7071815864925135 2009-11-13 False
0.925700143472023 316 6 0.873237814590634 2009-11-13 False
1.3847211860353896 316 7 1.315464797706276 2009-11-13 False
1.623316754344014 316 8 1.5521075183179358 2009-11-13 False
1.809091025027897 316 9 1.7001283848359348 2009-11-13 False
1.8799660449545672 316 10 1.7592676011468622 2009-11-13 False
1.8928791646739995 316 11 1.767799936285441 2009-11-13 False
1.937562091503268 316 12 1.803265848996496 2009-11-13 False
1.8407345767575325 316 13 1.7834708505893595 2009-11-13 False
1.7835061374143155 316 14 1.7544958585536796 2009-11-13 False
1.865128168340507 316 15 1.85153440586174 2009-11-13 False
2.1297957914873265 316 16 2.129770786874801 2009-11-13 False
2.6158563685636858 316 17 2.5722331952851225 2009-11-13 False
2.539902598437749 316 18 2.495791016247213 2009-11-13 False
2.336344332855093 316 19 2.288927524689392 2009-11-13 False
2.1346462617567354 316 20 2.1531787193373684 2009-11-13 False
1.977977044476327 316 21 1.9694643198470847 2009-11-13 False
1.6875474254742548 316 22 1.6814619305511311 2009-11-13 False
1.4204088952654232 316 23 1.3821578528193692 2009-11-13 False
1.07323118622449 317 0 1.0270562370559184 2009-11-14 False
0.8661339285714286 317 1 0.8129254420901705 2009-11-14 False
0.777389668367347 317 2 0.7280285168073921 2009-11-14 False
0.7487676977040816 317 3 0.706410865062928 2009-11-14 False
0.7253413584183674 317 4 0.6843097020869843 2009-11-14 False
0.7553580994897959 317 5 0.7180331368488131 2009-11-14 False
0.8998185586734694 317 6 0.8792830970208699 2009-11-14 False
1.3674233099489794 317 7 1.3334661462482076 2009-11-14 False
1.6185294961734693 317 8 1.5894044925920023 2009-11-14 False
1.7645371492346935 317 9 1.769657798311295 2009-11-14 False
1.8164697066326527 317 10 1.8556990600605383 2009-11-14 False
1.8095763711734687 317 11 1.7995975784610485 2009-11-14 False
1.8590682397959184 317 12 1.842465668312888 2009-11-14 False
1.820643335459184 317 13 1.797412776804206 2009-11-14 False
1.8055441645408163 317 14 1.761584674207424 2009-11-14 False
1.928363201530612 317 15 1.8119614465509 2009-11-14 False
2.2811324936224486 317 16 2.0891647283734267 2009-11-14 False
2.6680865752551024 317 17 2.512664808029313 2009-11-14 False
2.514509885204081 317 18 2.4877068663374224 2009-11-14 False
2.276070950255102 317 19 2.266778715947108 2009-11-14 False
2.0964035395408165 317 20 2.0824247251871912 2009-11-14 False
1.9283942920918369 317 21 1.903347618288992 2009-11-14 False
1.722719387755102 317 22 1.683168392544209 2009-11-14 False
1.561264668367347 317 23 1.5013120917635814 2009-11-14 False
1.235121492346939 318 0 1.1570599012267009 2009-11-15 False
0.960961575255102 318 1 0.8979095109128564 2009-11-15 False
0.7969566326530613 318 2 0.7641478413254741 2009-11-15 False
0.7347118941326529 318 3 0.704253624342839 2009-11-15 False
0.6947278380102042 318 4 0.6804103871276087 2009-11-15 False
0.713984056122449 318 5 0.6903549466305561 2009-11-15 False
0.7610926339285715 318 6 0.7429654293452286 2009-11-15 False
0.941008450255102 318 7 0.903361637725028 2009-11-15 False
1.188864317602041 318 8 1.1789222558547077 2009-11-15 False
1.5350395408163264 318 9 1.53786251393978 2009-11-15 False
1.7399252232142857 318 10 1.7486135096383624 2009-11-15 False
1.8383773915816328 318 11 1.8508524772980723 2009-11-15 False
1.9109979272959183 318 12 1.9556821730125853 2009-11-15 False
1.8504939413265309 318 13 1.8824836705432533 2009-11-15 False
1.781611288265306 318 14 1.861573363071531 2009-11-15 False
1.74068431122449 318 15 1.8253751792257449 2009-11-15 False
1.991222417091837 318 16 1.9732561733312093 2009-11-15 False
2.47659518494898 318 17 2.417152461366895 2009-11-15 False
2.4817147640306123 318 18 2.403203919069619 2009-11-15 False
2.245972576530612 318 19 2.2566249800860283 2009-11-15 False
1.992210618622449 318 20 2.0111642504381075 2009-11-15 False
1.8142415497448976 318 21 1.816956667197706 2009-11-15 False
1.653665975765306 318 22 1.6087580054166002 2009-11-15 False
1.5009102359693878 318 23 1.4413305719292655 2009-11-15 False
1.205261680752671 319 0 1.1614454357176995 2009-11-16 False
0.9670173815978312 319 1 0.931941851202804 2009-11-16 False
0.8193469940998246 319 2 0.7829469491795443 2009-11-16 False
0.7499379684260883 319 3 0.7108943762944081 2009-11-16 False
0.7106737362462128 319 4 0.6757994264776167 2009-11-16 False
0.7126243023441238 319 5 0.6714170782220805 2009-11-16 False
0.7517134428320842 319 6 0.7004111836864744 2009-11-16 False
0.8469030457662255 319 7 0.8103743826668791 2009-11-16 False
0.9775491947057886 319 8 0.982174127768042 2009-11-16 False
1.3025992664646788 319 9 1.287569858212522 2009-11-16 False
1.563136182427045 319 10 1.5533012585630075 2009-11-16 False
1.7261527667038752 319 11 1.7079052094949818 2009-11-16 False
1.8291787593685216 319 12 1.838916839254421 2009-11-16 False
1.7896400892999522 319 13 1.7979319738728694 2009-11-16 False
1.7017145590814862 319 14 1.6744580213477775 2009-11-16 False
1.719143836708659 319 15 1.6151507089373904 2009-11-16 False
1.890343804815819 319 16 1.7248269874143698 2009-11-16 False
2.2879272843246694 319 17 2.200563485741596 2009-11-16 False
2.3237831286876096 319 18 2.314946311932452 2009-11-16 False
2.174019773560836 319 19 2.182645690616537 2009-11-16 False
1.9774512836868123 319 20 1.9931401943603635 2009-11-16 False
1.838624461808324 319 21 1.8611457702724232 2009-11-16 False
1.60547759527986 319 22 1.5937932133184642 2009-11-16 False
1.3827158347950883 319 23 1.3283143221284053 2009-11-16 False
1.0427384370015949 320 0 1.0067263023737454 2009-11-17 False
0.8425258373205743 320 1 0.7953793213318465 2009-11-17 False
0.7492325358851675 320 2 0.7012722638202964 2009-11-17 False
0.7178928229665071 320 3 0.680257129201848 2009-11-17 False
0.6964298245614035 320 4 0.6712797514736338 2009-11-17 False
0.7197288676236044 320 5 0.6971742870798153 2009-11-17 False
0.8887427432216907 320 6 0.8607140353672137 2009-11-17 False
1.338606379585327 320 7 1.3227478094631195 2009-11-17 False
1.5680149920255182 320 8 1.5650608570973392 2009-11-17 False
1.7345960127591709 320 9 1.732887525888163 2009-11-17 False
1.817804306220096 320 10 1.8342652541022784 2009-11-17 False
1.8227626794258367 320 11 1.847430141787478 2009-11-17 False
1.889197926634769 320 12 1.9143439541182088 2009-11-17 False
1.8162633173843696 320 13 1.8730506611438584 2009-11-17 False
1.8208626794258376 320 14 1.866579576230684 2009-11-17 False
1.8884125996810208 320 15 1.998246773936594 2009-11-17 False
2.2318543859649123 320 16 2.3780274016249803 2009-11-17 False
2.735334768740032 320 17 2.7360344113429984 2009-11-17 False
2.533048484848485 320 18 2.580948701609049 2009-11-17 False
2.3331950558213714 320 19 2.36797259837502 2009-11-17 False
2.15544976076555 320 20 2.152133503265892 2009-11-17 False
1.9737921850079745 320 21 1.96035717699538 2009-11-17 False
1.6909606060606062 320 22 1.671533535128246 2009-11-17 False
1.4368555023923444 320 23 1.4014309383463437 2009-11-17 False
1.06938937629606 321 0 1.0495863223338115 2009-11-18 False
0.8487245174669007 321 1 0.8434344014028375 2009-11-18 False
0.7783105758494178 321 2 0.7624670811413997 2009-11-18 False
0.7460258414420163 321 3 0.7340082894946597 2009-11-18 False
0.7196171638219812 321 4 0.7189406982305118 2009-11-18 False
0.7566661349497528 321 5 0.7581214729794357 2009-11-18 False
0.9208877013877812 321 6 0.9260519687549816 2009-11-18 False
1.389490668368161 321 7 1.368950741272119 2009-11-18 False
1.6052727707768384 321 8 1.5832490036665074 2009-11-18 False
1.7192901579199231 321 9 1.704369201339072 2009-11-18 False
1.829278832349657 321 10 1.7888557309102504 2009-11-18 False
1.829260488116127 321 11 1.751153036824486 2009-11-18 False
1.915566916573616 321 12 1.779282002231787 2009-11-18 False
1.8445409156165256 321 13 1.7242568149210902 2009-11-18 False
1.8210898069867605 321 14 1.7126080025506136 2009-11-18 False
1.969781942893604 321 15 1.7984962537860674 2009-11-18 False
2.331447120752911 321 16 2.0888823529411766 2009-11-18 False
2.727839208805232 321 17 2.663913597959509 2009-11-18 False
2.5433533258892966 321 18 2.547810298102981 2009-11-18 False
2.3581995533577924 321 19 2.321256017854296 2009-11-18 False
2.1880339767107992 321 20 2.16343408257612 2009-11-18 False
1.9986943691178816 321 21 1.985544077793719 2009-11-18 False
1.7096447599298132 321 22 1.6868000956480154 2009-11-18 False
1.4111134152177385 321 23 1.3812638291088792 2009-11-18 False
1.032665337374382 322 0 1.0154539221938774 2009-11-19 False
0.8402971765831871 322 1 0.8185063775510205 2009-11-19 False
0.7630395597383952 322 2 0.7418989158163266 2009-11-19 False
0.7404327643962355 322 3 0.7294205994897959 2009-11-19 False
0.7108854681767427 322 4 0.7152378826530612 2009-11-19 False
0.751867442973361 322 5 0.7403552295918367 2009-11-19 False
0.9134957728505344 322 6 0.8967948022959183 2009-11-19 False
1.3809684160153133 322 7 1.3781624681122449 2009-11-19 False
1.6301368639336415 322 8 1.6215698341836735 2009-11-19 False
1.766583187111182 322 9 1.7842850765306122 2009-11-19 False
1.835359227947041 322 10 1.8392940051020408 2009-11-19 False
1.855416334343596 322 11 1.835232142857143 2009-11-19 False
1.909486999521455 322 12 1.895343112244898 2009-11-19 False
1.8519551762641568 322 13 1.8746847895408163 2009-11-19 False
1.8214822140692293 322 14 1.8901463647959185 2009-11-19 False
1.95654490349338 322 15 2.004486607142857 2009-11-19 False
2.3521970011166053 322 16 2.354233418367347 2009-11-19 False
2.7553281225075774 322 17 2.729057079081633 2009-11-19 False
2.545858510129208 322 18 2.563503985969388 2009-11-19 False
2.3435894081990747 322 19 2.343084980867347 2009-11-19 False
2.103278034774286 322 20 2.192272640306123 2009-11-19 False
1.8844793427978943 322 21 2.001971460459184 2009-11-19 False
1.6957096825650022 322 22 1.7011846301020408 2009-11-19 False
1.5058955176264155 322 23 1.4164405293367348 2009-11-19 False
1.1115114053278037 323 0 1.0851227482863064 2009-11-20 False
0.8815160312649546 323 1 0.8620827355332378 2009-11-20 False
0.7889057265911628 323 2 0.7708751793400287 2009-11-20 False
0.7501394161748285 323 3 0.7442867846325523 2009-11-20 False
0.7249912266709204 323 4 0.719787501992667 2009-11-20 False
0.7555965863774127 323 5 0.760531324725012 2009-11-20 False
0.9140982612856916 323 6 0.925700143472023 2009-11-20 False
1.3592722922316158 323 7 1.3847211860353896 2009-11-20 False
1.6177687031424468 323 8 1.623316754344014 2009-11-20 False
1.7099026958047536 323 9 1.809091025027897 2009-11-20 False
1.793672037007497 323 10 1.8799660449545672 2009-11-20 False
1.8558342638379324 323 11 1.8928791646739995 2009-11-20 False
1.92088993459882 323 12 1.937562091503268 2009-11-20 False
1.8763171159674588 323 13 1.8407345767575325 2009-11-20 False
1.8547471686074333 323 14 1.7835061374143155 2009-11-20 False
2.001439304514277 323 15 1.865128168340507 2009-11-20 False
2.338027277077684 323 16 2.1297957914873265 2009-11-20 False
2.650334503110544 323 17 2.6158563685636858 2009-11-20 False
2.489781623863455 323 18 2.539902598437749 2009-11-20 False
2.282067474876376 323 19 2.336344332855093 2009-11-20 False
2.1002008294783856 323 20 2.1346462617567354 2009-11-20 False
1.910840006380603 323 21 1.977977044476327 2009-11-20 False
1.6754916254586056 323 22 1.6875474254742548 2009-11-20 False
1.430466900622109 323 23 1.4204088952654232 2009-11-20 False
1.0955531269942564 324 0 1.07323118622449 2009-11-21 False
0.877104020421187 324 1 0.8661339285714286 2009-11-21 False
0.778403637523931 324 2 0.777389668367347 2009-11-21 False
0.7381951180599872 324 3 0.7487676977040816 2009-11-21 False
0.7152686662412253 324 4 0.7253413584183674 2009-11-21 False
0.7519925015954052 324 5 0.7553580994897959 2009-11-21 False
0.8905105296745373 324 6 0.8998185586734694 2009-11-21 False
1.3429280472239948 324 7 1.3674233099489794 2009-11-21 False
1.5417350031908106 324 8 1.6185294961734693 2009-11-21 False
1.680997766432674 324 9 1.7645371492346935 2009-11-21 False
1.7323179642629227 324 10 1.8164697066326527 2009-11-21 False
1.7395280791320995 324 11 1.8095763711734687 2009-11-21 False
1.776429164007658 324 12 1.8590682397959184 2009-11-21 False
1.728099234205488 324 13 1.820643335459184 2009-11-21 False
1.696937938736439 324 14 1.8055441645408163 2009-11-21 False
1.754325781748564 324 15 1.928363201530612 2009-11-21 False
2.0953332801531586 324 16 2.2811324936224486 2009-11-21 False
2.5535165922144225 324 17 2.6680865752551024 2009-11-21 False
2.4534687300574345 324 18 2.514509885204081 2009-11-21 False
2.252529993618379 324 19 2.276070950255102 2009-11-21 False
2.0916555520102107 324 20 2.0964035395408165 2009-11-21 False
1.8634652201659223 324 21 1.9283942920918369 2009-11-21 False
1.6670590299936183 324 22 1.722719387755102 2009-11-21 False
1.5311756541161454 324 23 1.561264668367347 2009-11-21 False
1.208089342693044 325 0 1.235121492346939 2009-11-22 False
0.954212986598596 325 1 0.960961575255102 2009-11-22 False
0.8176571474154435 325 2 0.7969566326530613 2009-11-22 False
0.7390976388002553 325 3 0.7347118941326529 2009-11-22 False
0.700106253988513 325 4 0.6947278380102042 2009-11-22 False
0.713931876196554 325 5 0.713984056122449 2009-11-22 False
0.7576228462029356 325 6 0.7610926339285715 2009-11-22 False
0.9092192086790044 325 7 0.941008450255102 2009-11-22 False
1.1564642629227824 325 8 1.188864317602041 2009-11-22 False
1.518937300574346 325 9 1.5350395408163264 2009-11-22 False
1.777892629227824 325 10 1.7399252232142857 2009-11-22 False
1.8810754626675168 325 11 1.8383773915816328 2009-11-22 False
1.917753031269943 325 12 1.9109979272959183 2009-11-22 False
1.861745692405871 325 13 1.8504939413265309 2009-11-22 False
1.8097088385449909 325 14 1.781611288265306 2009-11-22 False
1.794649170389279 325 15 1.74068431122449 2009-11-22 False
2.0649463943841737 325 16 1.991222417091837 2009-11-22 False
