day hour holiday 3_days_ago 4_days_ago 5_days_ago 6_days_ago 7_days_ago
731 0 False 1.309406437253895 1.3672807738400958 1.427809450436569 1.5843495378295105 1.829331222184184
731 1 False 1.0439214175654854 1.0800778976202705 1.168854476973121 1.278459431701472 1.4213190688120505
731 2 False 0.8749114877589454 0.9144641328539634 1.0044954631056326 1.085317528243752 1.164401403628894
731 3 False 0.7880210580380073 0.8261734292073275 0.9117755521314844 0.9817151660390278 1.0418618623758988
731 4 False 0.747975004280089 0.7729991439821948 0.8668075671973977 0.939326600479288 0.999531838411503
731 5 False 0.7392590309878445 0.7656264338298238 0.8453002910460536 0.9303002396439576 0.9971223895926054
731 6 False 0.7872249614791988 0.803743537065571 0.87499007019346 0.9440470729202328 1.0686862375898665
731 7 False 0.9267954117445644 0.9021730868002056 0.9560814928950522 1.0121660390277305 1.3062444368366997
731 8 False 1.1249981167608285 1.0589143982194829 1.0785338127033044 1.1543466278671688 1.792420061622732
731 9 False 1.443412771785653 1.401768875192604 1.3633495976716314 1.47444762067785 2.3347512838069155
731 10 False 1.6985752439650743 1.6310320150659134 1.6356618729669576 1.7913022937350225 2.614268401232455
731 11 False 1.826446327683616 1.780667693888033 1.8335315870570104 1.985294248545019 2.6123678534748374
731 12 False 1.930668378702277 1.8608558466016092 1.931297722992638 2.140042280041082 2.6449460801095515
731 13 False 1.9009948638931689 1.8099804827940424 1.981125321006677 2.263860492981855 2.663619137281753
731 14 False 1.834924841636706 1.7680534155110428 1.9387618558466015 2.208755391989045 2.5289818555289285
731 15 False 1.8604536894367405 1.8229506933744224 1.9771636706043487 2.179662444368367 2.317942656624444
731 16 False 2.112592535524739 2.069511898647492 2.2085103578154426 2.294375213967819 2.2664251968503937
731 17 False 2.4750232836843007 2.397971409005307 2.460104605375792 2.438944026018487 2.276343375556316
731 18 False 2.445632254750899 2.4028306796781376 2.4457216230097587 2.424663642588155 2.218629578911332
731 19 False 2.291654340010272 2.284898476288307 2.2788568738229755 2.3074181787059227 2.182965422800411
731 20 False 2.157753124464989 2.1424797123780177 2.130598870056497 2.196223553577542 2.1179311879493325
731 21 False 1.963628488272556 1.9903977058722824 2.005548707413114 2.051506846970216 2.102407565902088
731 22 False 1.765848998459168 1.7743559322033895 1.8237288135593224 1.8475520369736391 1.9821939404313589
731 23 False 1.6403194658448896 1.6320542715288475 1.7031395309022428 1.7260874700445052 1.881892673741869
732 0 False 1.3063021582733814 1.309406437253895 1.3672807738400958 1.427809450436569 1.5843495378295105
732 1 False 1.036462144570058 1.0439214175654854 1.0800778976202705 1.168854476973121 1.278459431701472
732 2 False 0.8885981500513875 0.8749114877589454 0.9144641328539634 1.0044954631056326 1.085317528243752
732 3 False 0.8018006166495376 0.7880210580380073 0.8261734292073275 0.9117755521314844 0.9817151660390278
732 4 False 0.7412185680027408 0.747975004280089 0.7729991439821948 0.8668075671973977 0.939326600479288
732 5 False 0.7349713943131209 0.7392590309878445 0.7656264338298238 0.8453002910460536 0.9303002396439576
732 6 False 0.7966091127098321 0.7872249614791988 0.803743537065571 0.87499007019346 0.9440470729202328
732 7 False 0.9537091469681398 0.9267954117445644 0.9021730868002056 0.9560814928950522 1.0121660390277305
732 8 False 1.1406923603973962 1.1249981167608285 1.0589143982194829 1.0785338127033044 1.1543466278671688
732 9 False 1.4538638232271324 1.443412771785653 1.401768875192604 1.3633495976716314 1.47444762067785
732 10 False 1.681681740322028 1.6985752439650743 1.6310320150659134 1.6356618729669576 1.7913022937350225
732 11 False 1.7899044193216855 1.826446327683616 1.780667693888033 1.8335315870570104 1.985294248545019
732 12 False 1.8583299075025692 1.930668378702277 1.8608558466016092 1.931297722992638 2.140042280041082
732 13 False 1.870066461116821 1.9009948638931689 1.8099804827940424 1.981125321006677 2.263860492981855
732 14 False 1.8307002398081536 1.834924841636706 1.7680534155110428 1.9387618558466015 2.208755391989045
732 15 False 1.815004453579993 1.8604536894367405 1.8229506933744224 1.9771636706043487 2.179662444368367
732 16 False 2.09268824940048 2.112592535524739 2.069511898647492 2.2085103578154426 2.294375213967819
732 17 False 2.486685680027407 2.4750232836843007 2.397971409005307 2.460104605375792 2.438944026018487
732 18 False 2.466736039739637 2.445632254750899 2.4028306796781376 2.4457216230097587 2.424663642588155
732 19 False 2.3136156217882835 2.291654340010272 2.284898476288307 2.2788568738229755 2.3074181787059227
732 20 False 2.1326716341212744 2.157753124464989 2.1424797123780177 2.130598870056497 2.196223553577542
732 21 False 1.978214114422748 1.963628488272556 1.9903977058722824 2.005548707413114 2.051506846970216
732 22 False 1.777561322370675 1.765848998459168 1.7743559322033895 1.8237288135593224 1.8475520369736391
732 23 False 1.6741690647482013 1.6403194658448896 1.6320542715288475 1.7031395309022428 1.7260874700445052
733 0 False 1.3249179232350925 1.3063021582733814 1.309406437253895 1.3672807738400958 1.427809450436569
733 1 False 1.0474061000685402 1.036462144570058 1.0439214175654854 1.0800778976202705 1.168854476973121
733 2 False 0.8857424605894448 0.8885981500513875 0.8749114877589454 0.9144641328539634 1.0044954631056326
733 3 False 0.7876430774503084 0.8018006166495376 0.7880210580380073 0.8261734292073275 0.9117755521314844
733 4 False 0.73951559287183 0.7412185680027408 0.747975004280089 0.7729991439821948 0.8668075671973977
733 5 False 0.7311142906100068 0.7349713943131209 0.7392590309878445 0.7656264338298238 0.8453002910460536
733 6 False 0.795971727210418 0.7966091127098321 0.7872249614791988 0.803743537065571 0.87499007019346
733 7 False 0.9335253598355038 0.9537091469681398 0.9267954117445644 0.9021730868002056 0.9560814928950522
733 8 False 1.1464676148046606 1.1406923603973962 1.1249981167608285 1.0589143982194829 1.0785338127033044
733 9 False 1.4379009595613437 1.4538638232271324 1.443412771785653 1.401768875192604 1.3633495976716314
733 10 False 1.6939996572995204 1.681681740322028 1.6985752439650743 1.6310320150659134 1.6356618729669576
733 11 False 1.8373884509938316 1.7899044193216855 1.826446327683616 1.780667693888033 1.8335315870570104
733 12 False 1.916248800548321 1.8583299075025692 1.930668378702277 1.8608558466016092 1.931297722992638
733 13 False 1.9204427690198769 1.870066461116821 1.9009948638931689 1.8099804827940424 1.981125321006677
733 14 False 1.9242733036326247 1.8307002398081536 1.834924841636706 1.7680534155110428 1.9387618558466015
733 15 False 1.9358320767649075 1.815004453579993 1.8604536894367405 1.8229506933744224 1.9771636706043487
733 16 False 2.2330824194653878 2.09268824940048 2.112592535524739 2.069511898647492 2.2085103578154426
733 17 False 2.549648389307745 2.486685680027407 2.4750232836843007 2.397971409005307 2.460104605375792
733 18 False 2.524873714873201 2.466736039739637 2.445632254750899 2.4028306796781376 2.4457216230097587
733 19 False 2.3277308087731323 2.3136156217882835 2.291654340010272 2.284898476288307 2.2788568738229755
733 20 False 2.077246915695682 2.1326716341212744 2.157753124464989 2.1424797123780177 2.130598870056497
733 21 False 1.8696050376970528 1.978214114422748 1.963628488272556 1.9903977058722824 2.005548707413114
733 22 False 1.6688881082933515 1.777561322370675 1.765848998459168 1.7743559322033895 1.8237288135593224
733 23 False 1.6613389307745032 1.6741690647482013 1.6403194658448896 1.6320542715288475 1.7031395309022428
