Time sum_kwh count_users mean_kwh day hour prediction
19621 10806.304 6288 1.718559796437659 196 10 1.718559796437659
19623 11045.625 6288 1.756619751908397 196 11 1.756619751908397
19625 11338.278 6288 1.8031612595419848 196 12 1.8031612595419848
19627 10859.665 6288 1.7270459605597963 196 13 1.7270459605597963
19629 10410.739 6288 1.655651876590331 196 14 1.655651876590331
19631 10505.95 6288 1.6707935750636134 196 15 1.6707935750636134
19633 11068.907 6288 1.7603223600508904 196 16 1.7603223600508904
19635 11863.576 6288 1.886701017811705 196 17 1.886701017811705
19637 10981.99 6288 1.7464996819338423 196 18 1.7464996819338423
19639 9709.687 6288 1.5441614185750636 196 19 1.5441614185750636
19641 8962.144 6288 1.4252773536895675 196 20 1.4252773536895675
19643 8888.405999999999 6288 1.4135505725190838 196 21 1.4135505725190838
19645 9518.475 6288 1.5137523854961832 196 22 1.5137523854961832
19647 7972.657 6288 1.26791618956743 196 23 1.26791618956743
19701 6011.132 6289 0.955816823024328 197 0 0.955816823024328
19703 4724.99 6289 0.7513102242009858 197 1 0.7513102242009858
19705 4152.871999999999 6289 0.6603390046112259 197 2 0.6603390046112259
19707 3919.914 6289 0.6232968675465097 197 3 0.6232968675465097
19709 3848.615 6289 0.6119597710287804 197 4 0.6119597710287804
19711 3871.325 6289 0.6155708379710606 197 5 0.6155708379710606
19713 4620.904 6289 0.7347597392272222 197 6 0.7347597392272222
19715 6369.553 6289 1.0128085546191763 197 7 1.0128085546191763
19717 8522.761 6289 1.3551854030847512 197 8 1.3551854030847512
19719 9999.485 6289 1.5899960248052156 197 9 1.5899960248052156
19721 10379.228 6289 1.6503781205279058 197 10 1.6503781205279058
19723 10608.577 6289 1.6868463984735251 197 11 1.6868463984735251
19725 11085.499 6289 1.7626807123549053 197 12 1.7626807123549053
19727 10717.502 6289 1.7041663221497854 197 13 1.7041663221497854
19729 10462.893 6289 1.6636815073938622 197 14 1.6636815073938622
19731 10457.953 6289 1.6628960089044365 197 15 1.6628960089044365
19733 11024.985 6289 1.7530585148672286 197 16 1.7530585148672286
19735 11956.065 6289 1.901107489266974 197 17 1.901107489266974
19737 11148.784 6289 1.772743520432501 197 18 1.772743520432501
19739 9947.825 6289 1.5817816823024329 197 19 1.5817816823024329
19741 9435.572 6289 1.500329464143743 197 20 1.500329464143743
19743 9388.53 6289 1.4928494196215614 197 21 1.4928494196215614
19745 9487.631 6289 1.5086072507552872 197 22 1.5086072507552872
19747 7898.497 6289 1.255922563205597 197 23 1.255922563205597
19801 5984.713 6288 0.951767334605598 198 0 0.951767334605598
19803 4658.331 6288 0.7408287213740459 198 1 0.7408287213740459
19805 4156.217 6288 0.660975986005089 198 2 0.660975986005089
19807 3912.812 6288 0.6222665394402035 198 3 0.6222665394402035
19809 3809.94 6288 0.6059064885496184 198 4 0.6059064885496184
19811 3964.573 6288 0.6304982506361324 198 5 0.6304982506361324
19813 4588.74 6288 0.7297614503816794 198 6 0.7297614503816794
19815 6186.888 6288 0.9839198473282442 198 7 0.9839198473282442
19817 8362.84 6288 1.329968193384224 198 8 1.329968193384224
19819 10072.958 6288 1.601933524173028 198 9 1.601933524173028
19821 10844.331 6288 1.7246073473282444 198 10 1.7246073473282444
19823 11083.32 6288 1.7626145038167935 198 11 1.7626145038167935
19825 11221.385 6288 1.7845714058524174 198 12 1.7845714058524174
19827 10819.419 6288 1.7206455152671756 198 13 1.7206455152671756
19829 10354.977 6288 1.6467838740458014 198 14 1.6467838740458014
19831 10265.512 6288 1.6325559796437656 198 15 1.6325559796437656
19833 10560.14 6288 1.6794115776081424 198 16 1.6794115776081424
